gvkey,datadate,revt,pi,at,lt,teq,ipti,bct
222004,2011-12-31,934.02,33.014,2799.804,2415.284,384.52,903.478,720.211
222004,2012-12-31,1459.336,246.941,3765.562,3182.411,583.151,1107.433,1086.625
222004,2013-12-31,1737.737,375.477,4744.083,3966.907,777.176,1373.555,1188.366
222004,2014-12-31,2134.005,475.727,5952.728,4961.295,991.433,1775.274,1465.826
222004,2015-12-31,2625.218,536.14,7735.865,6161.473,1574.392,2175.953,1861.018
222004,2016-12-31,3356.361,541.095,9847.383,7579.183,2268.2,2669.03,2540.363
222004,2017-12-31,3554.561,562.184,12272.127,9680.864,2591.263,2925.859,2647.503
222004,2018-12-31,3052.738,-23.906,12832.053,10798.98,2033.073,2817.836,2658.327
222004,2019-12-31,4358.359,-71.936,14742.205,12722.87,2019.335,4147.513,3949.099
222004,2020-12-31,5580.731,1044.818,16750.251,13719.778,3030.473,4613.513,3901.37
222004,2021-12-31,5940.473,1416.338,19246.276,15664.146,3582.13,4920.737,3810.063
222004,2022-12-31,6305.928,1012.003,19949.375,16504.643,3444.732,5714.595,4534.008
222004,2023-12-31,9809.3,1933.4,20874.5,16345.9,4528.6,8801.8,6710.8
354505,2018-12-31,0.006,-0.59,0.493,0.494,-0.001,,
354505,2019-12-31,0.056,-0.411,0.457,0.862,-0.405,,
354505,2020-12-31,0.121,-0.469,0.439,1.098,-0.659,,
354505,2021-12-31,0.241,-1.542,0.522,0.516,0.006,,
354505,2022-12-31,0.414,-0.911,0.414,0.803,-0.39,,
348767,2021-12-31,4.481,-11.942,354.46,135.982,218.478,,
348767,2022-12-31,61.823,5.213,415.882,199.25,216.632,56.704,14.01
245276,1999-12-31,560.119,6.405,1608.724,1529.896,,383.67,339.356
245276,2000-12-31,281.153,-2.19,861.04,822.804,,199.977,167.075
245276,2001-12-31,274.959,-2.64,900.583,864.51,,203.606,170.646
245276,2002-12-31,306.954,-1.012,950.985,916.607,,232.897,180.999
245276,2003-12-31,325.189,9.477,1036.016,970.747,,250.75,183.123
245276,2004-12-31,367.192,10.929,1142.329,1072.694,,311.01,202.461
245276,2005-12-31,394.03,12.053,1218.306,1144.395,,327.681,266.415
245276,2006-12-31,531.44,21.383,1289.399,1207.575,,350.901,214.04
245276,2007-12-31,430.685,14.673,1324.711,1236.726,,391.058,218.791
245276,2008-12-31,553.268,14.228,1374.88,1280.905,,418.747,199.799
245276,2009-12-31,579.672,14.39,1470.381,1369.201,,288.811,185.304
245276,2010-12-31,517.63,15.963,1521.671,1405.323,116.348,275.251,174.179
245276,2011-12-31,579.167,20.137,1573.874,1448.851,125.023,282.495,175.039
245276,2012-12-31,531.736,33.131,1580.155,1437.267,142.889,363.379,200.891
245276,2013-12-31,483.674,22.939,1602.791,1451.116,151.675,334.181,224.892
245276,2014-12-31,495.716,15.048,1648.214,1490.999,157.215,364.689,251.398
245276,2015-12-31,446.047,19.897,1621.399,1452.417,168.982,335.502,208.366
245276,2016-12-31,485.738,22.815,1625.916,1446.615,179.301,389.441,227.08
245276,2017-12-31,501.554,19.845,1659.952,1471.042,188.909,402.548,238.674
245276,2018-12-31,510.417,18.752,1708.465,1510.98,197.485,410.964,213.319
245276,2019-12-31,516.057,18.863,1742.952,1535.675,207.277,427.63,213.572
245276,2020-12-31,551.382,17.766,1810.852,1595.175,215.677,471.997,235.923
245276,2021-12-31,594.329,9.831,1865.649,1649.321,216.328,520.378,272.523
245276,2022-12-31,625.569,14.954,1920.316,1696.919,223.397,560.602,285.098
326143,2014-12-31,137.988,48.034,457.74,248.354,209.386,132.041,52.208
326143,2015-12-31,157.222,40.71,495.312,279.213,216.099,151.625,81.854
326143,2016-12-31,191.475,63.432,511.248,298.432,212.816,182.107,92.721
326143,2017-12-31,191.847,55.512,605.953,373.96,231.993,186.866,92.912
326143,2018-12-31,194.916,61.363,611.353,346.205,265.148,188.235,97.861
326143,2019-12-31,190.976,56.479,598.22,330.803,267.417,183.238,101.99
326143,2020-12-31,173.902,49.122,594.836,328.436,266.4,165.707,88.11
326143,2021-12-31,152.658,37.199,591.631,338.904,252.727,145.442,81.015
326143,2022-12-31,159.698,12.75,576.166,353.67,222.496,153.218,112.799
326143,2023-12-31,196.841,23.613,630.138,387.726,242.412,188.246,122.414
317629,2012-01-31,1170.5,148.2,4633.8,3696.9,936.9,1090.8,757.1
317629,2013-01-31,1276.6,149.6,5028.4,3983.3,1045.1,1193.4,803.3
317629,2014-01-31,676.0,149.2,3927.3,2807.5,1119.8,436.8,223.3
317629,2015-01-31,566.0,113.8,2802.0,1817.9,984.1,403.8,172.6
317629,2016-01-31,619.3,176.2,2752.1,1663.9,1088.2,510.1,190.6
317629,2017-01-31,527.2,193.3,2698.8,1503.6,1195.2,410.0,63.7
317629,2018-01-31,496.1,178.7,2643.8,1420.3,1223.5,381.4,42.1
317629,2019-01-31,465.4,-134.6,2302.4,1338.1,964.3,350.0,23.5
317629,2020-01-31,408.0,-300.9,2094.8,1506.6,588.2,88.2,30.8
317629,2021-01-31,265.7,-61.2,2212.7,1532.0,680.7,78.9,18.2
317629,2022-01-31,264.1,-23.5,2302.4,1649.5,652.9,79.2,31.3
317629,2023-01-31,333.6,-254.2,1977.7,1608.2,369.5,78.2,58.1
015773,1987-12-31,2330.903,69.317,4516.668,4333.817,,1851.213,1544.001
015773,1988-12-31,2816.312,151.659,6940.266,4983.52,,2098.444,1827.875
015773,1989-12-31,2903.724,102.529,7521.602,5542.205,,2263.804,1982.08
015773,1990-12-31,3089.153,28.654,7995.515,6014.511,,2451.702,2176.391
015773,1991-12-31,3023.744,-229.384,8349.321,6552.608,,2576.56,2423.336
015773,1992-12-31,2934.949,-107.695,8666.533,6704.193,,2314.771,2272.26
015773,1993-12-31,4784.251,369.097,14857.504,12328.591,,3207.242,3180.385
015773,1994-12-31,4898.221,182.75,16234.0,13076.035,,3549.296,2984.184
015773,1995-12-31,4955.017,254.901,15205.44,11827.841,,3713.299,3309.742
015773,1996-12-31,5482.555,340.592,16128.192,12555.302,,3861.648,3523.151
015773,1997-12-31,7115.775,693.057,20961.176,16902.521,,5143.216,4855.481
015773,1998-12-31,8644.149,1271.198,34234.915,29318.85,,5854.63,5731.874
015773,1999-12-31,1631.264,413.469,6725.754,5660.997,,834.977,995.176
015773,2000-12-31,5075.0,1411.0,32795.0,29843.0,,1591.0,1747.0
015773,2001-12-31,5154.0,1246.0,29400.0,26491.0,,1686.0,1728.0
015773,2002-12-31,2637.0,545.0,25094.0,22223.0,,605.0,666.0
015773,2003-12-31,2260.0,477.0,25250.0,22211.0,,513.0,663.0
015773,2004-12-31,5527.0,965.0,36977.0,33922.0,,3248.0,2729.0
015773,2005-12-31,6539.0,1295.0,42985.0,38637.0,,4358.0,3404.0
015773,2006-12-31,6924.0,1353.0,47620.0,42431.0,,4425.0,3374.0
015773,2007-12-31,5435.0,973.0,25424.0,17691.0,,4458.0,3383.0
015773,2008-12-31,4643.0,870.0,21205.0,16574.0,,4350.0,2688.0
015773,2009-12-31,5619.0,825.0,26635.0,19022.0,,4479.0,3738.0
015773,2010-12-31,6802.0,1321.0,29851.0,20965.0,8886.0,5096.0,4302.0
015773,2011-12-31,5850.0,1227.0,30107.0,21187.0,8920.0,5050.0,3482.0
015773,2012-12-31,7081.0,1616.0,32045.0,21932.0,10113.0,5413.0,4259.0
015773,2013-12-31,7244.0,1668.0,32576.0,21933.0,10643.0,5618.0,4374.0
015773,2014-12-31,7199.0,1760.0,34750.0,23826.0,10924.0,5544.0,4260.0
015773,2015-12-31,7312.0,1888.0,35639.0,24228.0,11411.0,5522.0,4419.0
015773,2016-12-31,7070.0,1871.0,37955.0,26021.0,11934.0,5375.0,4075.0
015773,2017-12-31,8308.0,2482.0,49300.0,35792.0,13508.0,5815.0,4626.0
015773,2018-12-31,8389.0,2095.0,49340.0,36326.0,13014.0,7907.0,5100.0
015773,2019-12-31,11398.0,1541.0,51939.0,39396.0,12543.0,8749.0,8385.0
015773,2020-12-31,9074.0,379.0,56529.0,44271.0,12258.0,8375.0,6997.0
015773,2021-12-31,14523.0,3171.0,61061.0,47597.0,13464.0,9411.0,9362.0
015773,2022-12-31,8463.0,1863.0,42033.0,32490.0,9543.0,9732.0,4672.0
015773,2023-12-31,8273.0,1481.0,24225.0,16538.0,7687.0,7412.0,4953.0
063759,1996-12-31,13077.0,908.0,38405.0,32205.0,,11264.0,8621.0
063759,1997-12-31,18243.0,1447.0,41000.0,32214.0,,13504.0,12318.0
063759,1998-12-31,2467.0,222.0,6769.0,5476.0,,2048.0,1551.0
063759,1999-12-31,2952.0,128.0,8549.0,7297.0,,2503.0,1999.0
063759,2000-12-31,3813.0,76.0,11395.0,10035.0,,3046.0,2779.0
063759,2001-12-31,4535.0,-478.0,17119.0,15611.0,,4054.0,3823.0
063759,2002-12-31,4609.0,-441.0,15953.0,14698.0,,4269.0,3903.0
063759,2003-12-31,4307.0,-174.0,13903.0,13112.0,,3697.0,3426.0
063759,2004-12-31,2872.0,156.0,13450.0,11943.0,,2511.0,1802.0
063759,2005-12-31,2840.0,185.0,13688.0,11969.0,,2387.0,1865.0
063759,2006-12-31,3398.0,401.0,18721.0,16468.0,,2837.0,2045.0
063759,2007-12-31,5456.0,524.0,25532.0,21904.0,,4739.0,3360.0
063759,2008-12-31,6199.0,274.0,26534.0,23118.0,,5759.0,4101.0
063759,2009-12-31,6846.0,324.0,27989.0,24088.0,,6346.0,4674.0
063759,2010-12-31,7287.0,455.0,28722.0,24370.0,4352.0,6585.0,4782.0
063759,2011-12-31,8063.0,330.0,31319.0,26909.0,4410.0,7415.0,5654.0
063759,2012-12-31,9950.0,526.0,32590.0,27780.0,4810.0,9367.0,6613.0
063759,2013-12-31,10674.0,640.0,34161.0,29181.0,4980.0,10178.0,7054.0
063759,2014-12-31,11683.0,675.0,37166.0,31437.0,5729.0,11138.0,7835.0
063759,2015-12-31,13926.0,869.0,41605.0,35242.0,6363.0,13299.0,9499.0
063759,2016-12-31,14375.0,772.0,43293.0,36598.0,6695.0,13725.0,9848.0
063759,2017-12-31,15731.0,341.0,43234.0,37009.0,6225.0,14598.0,11963.0
063759,2018-12-31,15631.0,497.0,44383.0,38555.0,5828.0,15055.0,11168.0
063759,2019-12-31,16545.0,569.0,46878.0,40504.0,6374.0,15895.0,11792.0
063759,2020-12-31,16972.0,336.0,46217.0,40040.0,6177.0,16321.0,12494.0
063759,2021-12-31,19536.0,663.0,51518.0,45116.0,6402.0,17012.0,14665.0
063759,2022-12-31,20550.0,-116.0,55331.0,48076.0,7255.0,19077.0,16335.0
063759,2023-12-31,16270.0,1254.0,35477.0,28603.0,6874.0,15922.0,14447.0
351447,2018-12-31,831.713,18.873,1294.211,1230.291,63.92,828.678,226.211
351447,2019-12-31,931.234,63.435,1391.271,1278.221,113.05,898.481,222.941
351447,2020-12-31,928.49,60.604,1481.709,1275.978,205.731,912.654,232.196
351447,2021-12-31,1028.748,151.365,1615.885,1288.472,327.413,981.291,231.021
351447,2022-12-31,1094.782,139.2,1788.055,1376.579,411.476,1099.709,240.558
351447,2023-12-31,1186.37,219.776,1802.368,1342.697,459.671,1094.098,263.143
015647,1987-12-31,8014.5,-44.2,19060.1,18205.5,,5229.9,4186.0
015647,1988-12-31,11695.9,-250.2,37077.0,36530.5,,7129.4,7331.4
015647,1989-12-31,11722.2,59.8,36185.6,35414.8,,7117.7,8246.3
015647,1990-12-31,10850.0,73.3,36741.2,35958.0,,7159.6,7382.8
015647,1991-12-31,21333.6,226.2,91817.4,89444.1,,13883.2,14683.1
015647,1992-12-31,18673.4,-3442.2,91648.4,92499.1,,14259.8,16871.1
015647,1993-12-31,25003.4,1002.7,95605.5,93016.3,,13668.0,18927.8
015647,1994-12-31,20207.2,342.9,97626.1,95050.0,,14411.1,15823.0
015647,1995-12-31,20033.1,1436.5,99255.7,95448.2,,12440.9,14946.0
015647,1996-12-31,22403.3,1166.0,104370.3,99511.6,,13212.7,13932.1
015647,1997-12-31,25419.7,1017.6,114516.8,108629.4,,14642.5,15927.6
015647,1998-12-31,24941.7,790.7,123071.8,117504.4,,16747.2,17261.6
015647,1999-12-31,29010.7,4632.4,149647.2,139521.5,,10529.5,24494.8
015647,2000-12-31,16099.8,859.1,156744.1,146199.3,,9595.9,15763.7
015647,2001-12-31,13445.0,-1151.0,152214.4,142597.7,,9579.3,11076.6
015647,2002-12-31,13991.8,-1501.8,148551.3,140015.7,,10170.1,11015.9
015647,2003-12-31,26695.1,959.7,156650.2,147254.2,,13805.6,19975.0
015647,2004-12-31,31070.0,2472.4,172770.8,163853.6,,18740.6,24277.1
015647,2005-12-31,32409.6,1444.8,201845.5,192568.0,,19466.0,27774.0
015647,2006-12-31,34876.1,1585.1,222758.0,213858.2,,19539.1,29723.4
015647,2007-12-31,35681.3,2028.9,381748.8,362508.2,,19743.6,30394.8
015647,2008-12-31,27544.2,-1715.8,372636.4,356478.3,,29004.5,20564.9
015647,2009-12-31,48236.0,886.0,366159.0,348942.0,,26475.0,42235.0
015647,2010-12-31,48241.0,1180.0,390414.0,371997.0,18417.0,28661.0,42289.0
015647,2011-12-31,38224.0,825.0,401442.0,382664.0,18778.0,25587.0,32612.0
015647,2012-12-31,52479.0,1562.0,420182.0,400246.0,19936.0,27822.0,45611.0
015647,2013-12-31,52876.0,2190.0,450381.0,427868.0,22513.0,28675.0,45748.0
015647,2014-12-31,51381.0,2602.0,492287.0,467546.0,24741.0,13036.0,44185.0
015647,2015-12-31,35393.0,-438.0,521329.0,494382.0,26947.0,18863.0,30337.0
015647,2016-12-31,41118.0,2507.0,519684.0,492047.0,27637.0,12173.0,32917.0
015647,2017-12-31,46465.0,2404.0,568943.0,538111.0,30832.0,12272.0,37022.0
015647,2018-12-31,40413.0,2798.0,577476.0,544603.0,32873.0,34226.0,30634.0
015647,2019-12-31,87423.0,2593.0,633170.0,599772.0,33398.0,32366.0,77373.0
015647,2020-12-31,81031.0,2219.0,727763.0,691840.0,35923.0,44188.0,71787.0
015647,2021-12-31,119190.0,3976.0,774790.0,737081.0,37709.0,53681.0,107971.0
015647,2022-12-31,16100.0,2120.0,781184.0,743249.0,37935.0,48870.0,5372.0
015647,2023-12-31,58150.0,3293.0,896940.0,867409.0,29531.0,11155.0,6899.0
205699,1996-12-31,20352.963,1545.721,88100.56,84073.743,,13480.654,15834.373
205699,1997-12-31,23717.9,223.4,102282.8,95342.0,,16364.2,19193.2
205699,1998-12-31,23861.3,349.8,117504.2,110307.3,,16399.6,18639.5
205699,1999-12-31,25660.6,638.3,154669.2,145057.6,,17426.7,20058.8
205699,2000-12-31,25461.0,1308.0,166057.0,158209.0,,14179.0,16298.0
205699,2001-12-31,22404.0,213.0,163279.0,158084.0,,15172.0,16855.0
205699,2002-12-31,20656.0,-1847.0,159566.0,154891.0,,15265.0,17275.0
205699,2003-12-31,21284.0,477.0,162478.0,157299.0,,14822.0,15726.0
205699,2004-12-31,22380.0,1009.0,165613.0,158705.0,,15262.0,15741.0
205699,2005-12-31,21624.0,853.0,177597.0,169644.0,,13279.0,14040.0
205699,2006-12-31,22006.0,1082.0,186950.0,179099.0,,13805.0,13840.0
205699,2007-12-31,18892.0,848.0,179757.0,172423.0,,13705.0,13268.0
205699,2008-12-31,14971.0,-1172.0,134791.0,128139.0,,13514.0,12915.0
205699,2009-12-31,17707.0,427.0,143948.0,136703.0,,12135.0,11884.0
205699,2010-12-31,13181.0,596.0,147203.0,139766.0,7437.0,12051.0,12704.0
205699,2011-12-31,17788.0,585.0,151875.0,142713.0,9162.0,11894.0,12614.0
205699,2012-12-31,18659.0,230.0,163400.0,153114.0,10286.0,12180.0,13819.0
205699,2013-12-31,18949.0,1002.0,170530.0,161511.0,9019.0,13248.0,13920.0
205699,2014-12-31,22785.0,1012.0,192854.0,180023.0,12831.0,14084.0,15218.0
205699,2015-12-31,20621.0,1168.0,189252.0,176994.0,12258.0,14047.0,15516.0
205699,2016-12-31,19686.0,1215.0,199731.0,185992.0,13739.0,13508.0,14064.0
205699,2017-12-31,18898.0,1321.0,212800.0,197217.0,15583.0,13104.0,13189.0
205699,2018-12-31,19931.0,1398.0,212982.0,197949.0,15033.0,13497.0,13961.0
205699,2019-12-31,24212.0,1529.0,228094.0,211660.0,16434.0,17402.0,17838.0
205699,2020-12-31,21706.0,1351.0,237538.0,220275.0,17263.0,15674.0,15629.0
205699,2021-12-31,22035.0,1663.0,240424.0,223902.0,16522.0,14832.0,14343.0
205699,2022-12-31,21168.0,1934.0,218349.0,208065.0,10284.0,14330.0,13294.0
205699,2023-12-31,11144.0,1366.0,213445.0,205146.0,8299.0,8863.0,7588.0
063546,1987-12-31,11373.0,366.0,28754.0,26542.0,,9534.0,7741.0
063546,1988-12-31,13411.0,500.0,35286.0,32849.0,,11264.0,9107.0
063546,1989-12-31,15748.0,503.0,41250.0,38225.0,,13116.0,10801.0
063546,1990-12-31,16042.0,370.0,40989.0,37884.0,,13345.0,11450.0
063546,1991-12-31,18652.0,483.0,47527.0,44033.0,,15546.0,13251.0
063546,1992-12-31,23749.0,499.0,59698.0,55133.0,,19666.0,17052.0
063546,1993-12-31,25699.0,621.0,64911.0,59447.0,,21290.0,18176.0
063546,1994-12-31,14928.0,964.0,42499.0,34449.0,,12145.0,9734.0
063546,1995-12-31,15269.0,1397.0,45617.0,36484.0,,12108.0,9536.0
063546,1996-12-31,17254.0,1826.0,64849.0,54925.0,,13451.0,10517.0
063546,1997-12-31,21364.0,2728.0,77759.0,63515.0,,16275.0,13088.0
063546,1998-12-31,23119.0,3299.0,88302.0,75195.0,,16531.0,13418.0
063546,1999-12-31,27793.0,3662.0,108947.0,90999.0,,19884.0,16454.0
063546,2000-12-31,31765.0,3655.0,142640.0,119853.0,,22081.0,19631.0
063546,2001-12-31,34452.0,-104.0,170230.0,147632.0,,25219.0,24798.0
063546,2002-12-31,34712.0,36.0,161857.0,145171.0,,29058.0,24569.0
063546,2003-12-31,36714.0,2336.0,169698.0,151187.0,,30740.0,23983.0
063546,2004-12-31,36810.0,3367.0,184492.0,165315.0,,29439.0,23184.0
063546,2005-12-31,35617.0,1973.0,219147.0,196218.0,,27779.0,23699.0
063546,2006-12-31,42268.0,5856.0,291300.0,260416.0,,29515.0,21393.0
063546,2007-12-31,40761.0,5187.0,307287.0,274985.0,,30260.0,22650.0
063546,2008-12-31,24128.0,-1350.0,239877.0,219004.0,,24618.0,15018.0
063546,2009-12-31,33673.0,954.0,240604.0,213994.0,,24606.0,23254.0
063546,2010-12-31,29000.0,2675.0,228403.0,201497.0,26906.0,19652.0,18861.0
063546,2011-12-31,28182.0,2875.0,225899.0,194612.0,31287.0,22176.0,17285.0
063546,2012-12-31,33651.0,5523.0,215785.0,181759.0,34026.0,25446.0,19600.0
063546,2013-12-31,36925.0,4825.0,213520.0,180543.0,32977.0,28818.0,22914.0
063546,2014-12-31,37382.0,4227.0,204461.0,168420.0,36041.0,31262.0,22729.0
063546,2015-12-31,35736.0,5319.0,196135.0,162529.0,33606.0,30214.0,20094.0
063546,2016-12-31,43807.0,4372.0,215065.0,179349.0,35716.0,33231.0,28522.0
063546,2017-12-31,42496.0,525.0,222526.0,188232.0,34294.0,33705.0,31111.0
063546,2018-12-31,37062.0,550.0,207570.0,178843.0,28727.0,34461.0,25591.0
063546,2019-12-31,49327.0,909.0,238567.0,207530.0,31037.0,38594.0,36403.0
063546,2020-12-31,43345.0,-1090.0,182622.0,155364.0,27258.0,40770.0,32007.0
063546,2021-12-31,46741.0,1831.0,181567.0,157889.0,23678.0,42726.0,32604.0
063546,2022-12-31,46004.0,651.0,170676.0,157867.0,12809.0,43118.0,33608.0
063546,2023-12-31,49823.0,4438.0,179576.0,163205.0,16371.0,45003.0,32705.0
269809,2001-12-31,9518.582,354.88,40316.418,37931.667,,8295.236,7535.852
269809,2002-12-31,10668.827,390.188,41877.258,39301.579,,9499.67,7952.356
269809,2003-12-31,11824.021,770.233,43283.552,39625.752,,10416.436,8532.654
269809,2004-12-31,12831.265,893.855,54818.469,50121.508,,10951.896,8724.345
269809,2005-12-31,14409.06,442.393,61724.76,56747.251,,11857.108,9543.334
269809,2006-12-31,18033.531,1165.375,92925.995,87418.031,,15018.959,11743.67
269809,2007-12-31,18445.0,1328.0,95378.0,89217.0,,14895.0,12130.0
269809,2008-12-31,17124.0,462.0,96045.0,90327.0,,14915.0,11826.0
269809,2009-12-31,20703.0,1405.0,103004.0,95812.0,,17323.0,14014.0
269809,2010-12-31,22547.0,898.0,111368.0,103377.0,7991.0,18753.0,16098.0
269809,2011-12-31,22962.0,1084.0,115268.0,106562.0,8706.0,19456.0,16747.0
269809,2012-12-31,25981.0,1575.0,130254.0,118611.0,11643.0,21999.0,18342.0
269809,2013-12-31,27588.8,1578.0,132863.0,121652.0,11211.0,23113.0,19215.0
269809,2014-12-31,28668.0,1709.0,147298.0,134398.0,12900.0,23844.0,20024.0
269809,2015-12-31,30558.8,2021.0,152760.0,139329.0,13431.0,25937.0,21446.0
269809,2016-12-31,30521.0,2153.0,156571.0,141883.0,14688.0,25742.0,21197.0
269809,2017-12-31,32867.0,1658.0,158386.0,144140.0,14246.0,27418.0,23268.0
269809,2018-12-31,34231.0,1862.0,162879.0,148618.0,14261.0,29574.0,23517.0
269809,2019-12-31,38369.0,2239.0,177594.0,160984.0,16610.0,33054.0,26366.0
269809,2020-12-31,39473.0,1472.0,181037.0,163913.0,17124.0,34185.0,27919.0
269809,2021-12-31,43726.0,2277.0,197524.0,179579.0,17945.0,37863.0,30711.0
269809,2022-12-31,49678.0,3191.0,193133.0,180541.0,12592.0,44722.0,34291.0
269809,2023-12-31,44980.0,2834.0,169347.0,152553.0,16794.0,43237.0,36375.0
024826,1987-12-31,3375.423,184.633,7455.159,5872.405,,2453.273,2237.091
024826,1988-12-31,4102.389,302.484,11577.21,9715.203,,2588.442,2264.59
024826,1989-12-31,4269.299,442.158,14364.002,11544.422,,2697.244,2183.326
024826,1990-12-31,6546.548,20.943,32270.194,29252.933,,2697.58,2374.143
024826,1991-12-31,6996.232,-300.941,32710.053,30105.28,,2867.395,2793.799
024826,1992-12-31,6586.911,-54.257,28721.287,26275.293,,2907.73,2675.004
024826,1993-12-31,7072.505,115.67,30072.408,27537.253,,2994.339,3129.608
024826,1994-12-31,4364.84,-430.062,15375.995,13124.46,,3058.076,2538.1
024826,1995-12-31,4895.166,151.088,14927.749,12282.51,,3698.127,3579.927
024826,1996-12-31,5368.0,272.0,16213.0,13296.0,,4010.0,3635.0
024826,1997-12-31,6433.0,411.0,19098.0,15760.0,,4685.0,4314.0
024826,1998-12-31,7263.0,724.0,22693.0,18566.0,,5580.0,5244.0
024826,1999-12-31,7665.0,-381.0,27327.0,23747.0,,5719.0,6622.0
024826,2000-12-31,10293.0,1173.0,29345.0,25102.0,,7366.0,7342.0
024826,2001-12-31,7807.0,543.0,26131.0,22491.0,,6730.0,5699.0
024826,2002-12-31,8135.0,309.0,27029.0,23708.0,,7499.0,6278.0
024826,2003-12-31,10456.0,1121.0,29535.0,25923.0,,8442.0,7503.0
024826,2004-12-31,11542.0,1041.0,34349.0,30781.0,,9470.0,8531.0
024826,2005-12-31,13170.0,1456.0,41098.0,37514.0,,10219.0,9128.0
024826,2006-12-31,14001.0,2223.0,43640.0,39663.0,,11269.0,9752.0
024826,2007-12-31,12402.0,1657.0,44645.0,41277.0,,11780.0,9055.0
024826,2008-12-31,8876.0,-24.0,52035.0,49140.0,,12321.0,7069.0
024826,2009-12-31,15366.0,1863.0,56554.0,52437.0,,11253.0,11264.0
024826,2010-12-31,14833.0,1506.0,57542.0,52990.0,4552.0,11359.0,11256.0
024826,2011-12-31,12673.0,1349.0,61013.0,56446.0,4567.0,11306.0,9384.0
024826,2012-12-31,15546.0,2335.0,59435.0,54067.0,5368.0,11326.0,10989.0
024826,2013-12-31,15063.0,1875.0,61092.0,55908.0,5184.0,11754.0,11032.0
024826,2014-12-31,17022.0,2010.0,64516.0,59381.0,5135.0,12950.0,12613.0
024826,2015-12-31,16336.0,1481.0,67670.0,62997.0,4673.0,14660.0,12777.0
024826,2016-12-31,20069.0,1943.0,73476.0,68774.0,4702.0,15693.0,15635.0
024826,2017-12-31,21001.0,2235.0,80958.0,74767.0,6191.0,16696.0,16246.0
024826,2018-12-31,16894.0,1702.0,83224.0,77208.0,6016.0,18701.0,13208.0
024826,2019-12-31,29637.0,1988.0,98442.0,92045.0,6397.0,19963.0,24452.0
024826,2020-12-31,26336.0,1453.0,109288.0,102409.0,6879.0,20154.0,21981.0
024826,2021-12-31,31739.0,2742.0,120368.0,112969.0,7399.0,19999.0,25178.0
024826,2022-12-31,8048.0,1240.0,23024.0,16526.0,6498.0,9332.0,5064.0
024826,2023-12-31,10518.0,1423.0,21826.0,17104.0,4722.0,10197.0,8690.0
325855,2013-12-31,32.388,1.426,4.304,3.132,1.173,,
325855,2014-12-31,39.033,1.563,5.159,3.792,1.367,,
325855,2015-12-31,55.998,3.774,9.249,5.835,3.414,,
325855,2016-12-31,62.492,3.601,6.842,3.348,3.495,,
325855,2017-12-31,53.835,3.975,11.958,8.724,3.234,,
325855,2018-12-31,62.122,4.678,9.871,5.278,4.593,,
325855,2019-12-31,70.544,5.374,11.937,5.904,6.033,,
325855,2020-12-31,77.412,6.085,14.82,7.26,7.56,,
325855,2021-12-31,98.906,8.154,24.149,14.005,10.144,,
325855,2022-12-31,129.893,13.219,32.067,18.019,14.048,,
325855,2023-12-31,111.013,8.781,29.797,18.043,11.754,,
274282,2002-12-31,14814.0,-2334.0,29833.0,25555.0,,13371.0,11484.0
274282,2003-12-31,16524.0,789.0,31359.0,25995.0,,14622.0,11445.0
274282,2004-12-31,16083.0,1947.0,33553.0,27436.0,,14676.0,10389.0
274282,2005-12-31,16285.0,2913.0,40811.0,32596.0,,14900.0,10418.0
274282,2006-12-31,18262.0,3709.0,42783.0,32832.0,,15293.0,10534.0
274282,2007-12-31,18314.0,3109.0,43830.0,33820.0,,15890.0,12297.0
274282,2008-12-31,17870.0,1347.0,38445.0,30201.0,,16635.0,13247.0
274282,2009-12-31,19839.0,2602.0,44740.0,35074.0,,17426.0,13862.0
274282,2010-12-31,20356.0,941.0,50591.0,42133.0,8458.0,18550.0,15849.0
274282,2011-12-31,21081.0,1569.0,53221.0,44214.0,9007.0,19641.0,15802.0
274282,2012-12-31,20851.0,3017.0,54313.0,43334.0,10979.0,19370.0,14273.0
274282,2013-12-31,20207.0,2993.0,53371.0,42264.0,11107.0,18660.0,13806.0
274282,2014-12-31,18625.0,3302.0,52224.0,41105.0,11119.0,17824.0,12265.0
274282,2015-12-31,17338.0,2327.0,51281.0,41450.0,9831.0,17047.0,12024.0
274282,2016-12-31,17709.0,3220.0,49861.0,40424.0,9437.0,16796.0,11809.0
274282,2017-12-31,17862.0,3239.0,51367.0,38751.0,12616.0,16974.0,11815.0
274282,2018-12-31,17666.0,2262.0,56545.0,45211.0,11334.0,17675.0,12389.0
274282,2019-12-31,22351.0,3628.0,59059.0,46974.0,12085.0,21198.0,15108.0
274282,2020-12-31,22772.0,3541.0,60916.0,48652.0,12264.0,21998.0,15449.0
274282,2021-12-31,25599.0,4093.0,100580.0,51572.0,49008.0,23768.0,16895.0
274282,2022-12-31,32375.0,3051.0,114113.0,71609.0,42504.0,33139.0,22560.0
274282,2023-12-31,40134.0,5029.0,112940.0,72589.0,40351.0,39126.0,27767.0
015862,1987-12-31,1012451.0,43360.0,1551703.0,1331948.0,,848143.0,713855.0
015862,1988-12-31,1212175.0,48146.0,1920039.0,1630245.0,,1003294.0,870842.0
015862,1989-12-31,1435881.0,49317.0,2319362.0,1994808.0,,1170939.0,1053764.0
015862,1990-12-31,1739302.0,40301.0,2790136.0,2434391.0,,1407105.0,1322972.0
