gvkey,datadate,revt,pi,at,lt,teq,ipti,bct
287483,2014-12-31,13.918,1.134,54.494,44.009,10.485,13.373,5.915
287483,2015-12-31,16.507,0.654,74.597,58.174,16.423,15.86,7.515
287483,2016-12-31,25.927,0.779,109.431,86.912,22.519,22.908,12.805
287483,2017-12-31,30.668,-1.305,117.92,96.91,21.01,29.426,18.032
287483,2018-12-31,31.329,0.327,173.242,152.197,21.045,30.952,18.972
287483,2019-12-31,45.872,4.287,179.938,151.79,28.148,42.688,27.624
287483,2020-12-31,52.594,0.336,229.432,178.883,50.549,48.769,34.08
287483,2021-12-31,70.615,-0.645,405.601,297.855,107.746,69.406,44.742
287483,2022-12-31,148.345,-5.169,592.549,475.371,117.178,150.393,95.839
016349,1987-12-31,761.547,27.721,1489.994,1164.524,,689.428,475.778
016349,1988-12-31,819.745,29.522,1753.666,1319.91,,739.366,505.116
016349,1989-12-31,910.843,39.286,1923.386,1478.236,,820.378,545.17
016349,1990-12-31,955.501,37.508,1936.656,1479.071,,856.197,588.441
016349,1991-12-31,1056.629,32.75,2093.377,1621.16,,950.749,672.085
016349,1992-12-31,1148.357,34.506,2179.346,1682.808,,1030.691,735.824
016349,1993-12-31,1229.163,37.724,2442.081,1933.259,,1089.589,787.323
016349,1994-12-31,2219.631,51.181,4466.856,3909.044,,1688.763,1246.816
016349,1995-12-31,2202.242,45.909,4602.875,4032.681,,1685.485,1235.381
016349,1996-12-31,4601.696,82.183,18334.132,16655.676,,3474.912,3147.218
016349,1997-12-31,4943.725,118.605,19906.435,17556.869,,3551.967,3352.394
016349,1998-12-31,5355.471,152.207,22371.5,19964.107,,3832.563,3623.8
016349,1999-12-31,5691.182,198.34,24910.874,22074.952,,3875.868,3858.878
016349,2000-12-31,5652.072,225.893,25996.206,23331.892,,4121.793,3838.511
016349,2001-12-31,6014.806,142.5,25407.551,23885.854,,4333.777,3846.115
016349,2002-12-31,4827.609,-350.634,26121.67,25073.316,,4855.037,4555.079
016349,2003-12-31,7004.688,147.272,27721.302,26566.049,,5047.969,5706.229
016349,2004-12-31,5761.195,204.483,28406.967,26989.858,,4722.521,4290.721
016349,2005-12-31,6339.0,420.0,30935.0,28454.0,,4876.0,4377.0
016349,2006-12-31,6232.0,562.2,31810.1,29071.7,,4959.1,4269.3
016349,2007-12-31,6374.9,505.5,32544.7,29694.1,,5164.6,4365.9
016349,2008-12-31,5560.6,295.6,33783.0,31009.3,,5352.8,3964.3
016349,2009-12-31,7288.7,412.4,36386.2,33249.4,,5908.7,5381.6
016349,2010-12-31,7446.6,403.7,37560.4,34102.8,3457.6,6127.2,5649.2
016349,2011-12-31,7497.3,359.0,39147.2,35494.3,3652.9,6580.6,5909.0
016349,2012-12-31,7967.2,429.3,42497.1,38396.8,4100.3,6572.9,6135.6
016349,2013-12-31,8425.2,461.7,44511.6,40380.4,4131.2,7019.7,6438.5
016349,2014-12-31,8917.4,463.3,55068.9,49405.8,5663.1,7441.0,6761.8
016349,2015-12-31,9046.0,396.0,54144.8,48789.5,5355.3,7781.2,6713.2
016349,2016-12-31,9324.5,427.8,55226.5,49713.9,5512.6,8063.5,7016.7
016349,2017-12-31,9745.5,513.4,58275.9,52346.5,5929.4,8043.2,6932.2
016349,2018-12-31,9171.2,547.9,58181.0,52383.9,5797.1,8453.5,6615.4
016349,2019-12-31,10455.6,564.8,60995.8,54461.7,6534.1,8683.0,7688.1
016349,2020-12-31,10231.5,319.9,69721.8,62546.5,7175.3,8886.2,7135.0
016349,2021-12-31,12496.2,675.9,69743.6,62554.1,7189.5,9887.0,8469.7
016349,2022-12-31,10619.9,711.1,61445.1,56752.6,4692.5,9857.1,6759.6
316604,2011-06-30,562.6,2.5,5843.0,5778.2,64.8,422.4,346.4
316604,2012-06-30,829.6,24.7,8267.8,8188.2,79.6,451.0,549.3
316604,2013-06-30,970.8,78.3,9762.2,9612.1,150.1,715.7,610.5
316604,2014-06-30,1442.1,92.8,11349.0,10496.2,852.8,978.3,1062.8
316604,2015-06-30,2567.3,-29.6,11248.6,10434.6,814.0,1927.0,2349.9
316604,2016-06-30,2375.8,252.5,23000.2,21323.8,1676.4,1117.4,1861.3
316604,2016-12-31,3940.9,198.8,23894.5,22283.9,1610.6,2307.0,3114.3
316604,2017-12-31,2970.7,181.3,24164.9,22424.4,1740.5,2343.8,2300.9
316604,2018-12-31,2863.0,-85.5,23945.8,22282.0,1663.8,2712.2,2438.5
316604,2019-12-31,3825.0,368.6,25893.8,23572.8,2321.0,2360.6,3006.7
316604,2020-12-31,4645.2,236.7,28173.4,25683.0,2490.4,2855.8,3985.1
316604,2021-12-31,2538.1,-21.4,28347.9,25907.9,2440.0,2652.8,2180.9
316604,2022-12-31,-1647.6,-317.4,27113.6,24935.8,2177.8,3119.8,-1727.6
316604,2023-12-31,3150.0,172.0,31838.0,30635.0,1203.0,1555.0,1418.0
274774,2006-12-31,303.5,159.5,1662.7,525.1,,243.5,39.1
274774,2007-12-31,702.0,391.9,2234.7,1019.1,,611.2,146.3
274774,2008-12-31,655.1,97.6,2489.0,1216.3,,607.3,375.5
274774,2009-12-31,674.8,388.5,2637.1,1258.2,,594.7,98.7
274774,2010-12-31,699.9,339.2,2627.4,1340.5,1286.9,614.2,165.7
274774,2011-12-31,625.5,218.6,2507.6,1180.8,1326.8,574.5,182.3
274774,2012-12-31,635.3,236.8,2639.0,1251.6,1387.4,582.6,174.1
274774,2013-12-31,620.8,218.1,3267.8,1807.4,1460.4,568.1,188.1
274774,2014-12-31,764.9,226.5,3117.8,1760.5,1357.3,715.6,226.5
274774,2015-12-31,616.8,171.7,2775.6,1554.8,1220.8,567.1,155.7
274774,2016-12-31,548.0,150.4,2755.9,1548.1,1207.8,488.1,142.5
274774,2017-12-31,476.5,-72.9,2896.0,1788.7,1107.3,427.9,335.4
274774,2018-12-31,444.2,33.6,2859.7,1792.2,1067.5,413.5,165.4
274774,2019-12-31,493.6,119.5,3052.7,1858.5,1194.2,421.7,129.8
274774,2020-12-31,550.1,5.9,3550.3,2011.4,1538.9,475.8,283.8
274774,2021-12-31,743.7,-56.8,4069.5,2656.7,1412.8,696.5,470.5
274774,2022-12-31,1004.9,-2.8,4746.6,3478.7,1267.9,988.4,576.4
274774,2023-12-31,1204.0,332.7,3901.7,2393.8,1507.9,1095.1,713.0
015603,1987-12-31,2261.6,79.2,12297.2,12020.5,,1536.7,1688.2
015603,1988-12-31,2854.2,147.3,13877.2,13573.0,,1796.2,2089.4
015603,1989-12-31,4344.3,145.8,17521.8,17156.7,,2683.1,3323.4
015603,1990-12-31,3468.9,68.6,16427.0,16139.9,,2965.3,2507.6
015603,1991-12-31,4657.8,11.3,19453.3,19212.8,,3083.8,4050.2
015603,1992-12-31,4802.5,116.1,22712.0,22449.8,,2815.1,3879.4
015603,1993-12-31,7760.8,181.0,30454.6,30130.6,,4544.2,7588.8
015603,1994-12-31,4709.3,164.9,30648.0,30316.0,,4070.5,3600.8
015603,1995-12-31,9448.4,320.5,38053.0,37627.0,,2281.6,7780.8
015603,1996-12-31,13215.6,1867.0,45881.0,43807.0,,3085.4,10318.3
015603,1997-12-31,18240.7,870.6,59065.0,56627.0,,2996.5,6149.1
015603,1998-12-31,26373.0,734.0,78588.0,75888.0,,3147.0,8460.0
015603,1999-12-31,31191.0,676.0,102206.0,99121.0,,3742.0,7467.0
015603,2000-12-31,17212.0,573.0,108294.0,105107.0,,3943.0,10831.0
015603,2001-12-31,8923.0,-149.0,108280.0,105518.0,,5116.0,7593.0
015603,2002-12-31,8015.0,-336.0,106693.0,103509.0,,4984.0,7156.0
015603,2003-12-31,31256.0,611.0,124937.0,121677.0,,5319.0,29511.0
015603,2004-12-31,35295.0,646.0,151635.0,148259.0,,6134.0,33040.0
015603,2005-12-31,30989.0,1589.0,191865.0,186929.0,,3672.0,27755.0
015603,2006-12-31,20966.0,1929.0,217865.0,212026.0,,3775.0,16939.0
015603,2007-12-31,6203.0,795.0,281285.0,275661.0,,4283.0,4122.0
015603,2008-12-31,-31611.0,-2153.0,256727.0,252995.0,,5327.0,-30613.0
015603,2009-12-31,43790.0,1239.0,297044.0,292846.0,,4712.0,40280.0
015603,2010-12-31,10286.0,1307.0,323873.0,318999.0,4874.0,4744.0,6946.0
015603,2011-12-31,8971.0,778.0,326719.0,321453.0,5266.0,5081.0,6680.0
015603,2012-12-31,11320.0,1210.0,346301.0,340821.0,5480.0,4925.0,7809.0
015603,2013-12-31,8793.0,1315.0,363164.0,357464.0,5700.0,5270.0,4654.0
015603,2014-12-31,17709.0,1413.0,399553.0,393250.0,6303.0,9047.0,14096.0
015603,2015-12-31,6719.0,1414.0,396799.0,390106.0,6693.0,4739.0,2614.0
015603,2016-12-31,19397.0,1867.0,467854.0,460571.0,7283.0,8756.0,15151.0
015603,2017-12-31,10643.0,2061.0,505877.0,497958.0,7919.0,6051.0,6550.0
015603,2018-12-31,11362.0,2102.0,492517.0,483865.0,8652.0,11103.0,7559.0
015603,2019-12-31,19767.0,2156.0,560607.0,551185.0,9422.0,11685.0,15503.0
015603,2020-12-31,18001.0,1499.0,570565.0,560599.0,9966.0,9370.0,14167.0
015603,2021-12-31,9651.0,2632.0,582638.0,571695.0,10943.0,6971.0,4385.0
015603,2022-12-31,-10889.0,2730.0,513276.0,501137.0,12139.0,8534.0,-16437.0
015603,2023-12-31,11985.0,195.0,522095.0,517311.0,4784.0,9624.0,8510.0
347698,2017-12-31,827.066,151.974,1221.901,914.752,307.149,761.303,501.687
347698,2018-12-31,883.429,155.993,1296.207,1007.959,288.248,816.289,528.754
347698,2019-12-31,926.977,142.865,1332.81,1007.685,325.125,854.762,581.87
347698,2020-12-31,935.2,179.624,1436.533,969.174,467.359,878.177,540.064
347698,2021-12-31,952.062,145.18,1368.478,990.203,378.275,882.728,597.82
347698,2022-12-31,967.309,78.758,1195.415,904.915,290.5,900.647,681.5
347698,2023-12-31,1016.64,-6.547,1125.322,812.287,313.035,980.841,1019.066
333754,2016-12-31,32046.0,2180.0,198300.0,190409.0,7891.0,,
333754,2017-12-31,27456.0,1756.0,211984.0,203629.0,8355.0,,
333754,2018-12-31,-2032.0,591.0,211503.0,202704.0,8799.0,-76.0,-5070.0
333754,2019-12-31,33174.0,1745.0,226243.0,221112.0,5131.0,11189.0,26493.0
333754,2020-12-31,16200.0,1605.0,228726.0,223141.0,5585.0,4869.0,10764.0
333754,2021-12-31,16715.0,707.0,219134.0,213789.0,5345.0,3765.0,13083.0
333754,2022-12-31,-7045.0,-2497.0,191560.0,188730.0,2830.0,6028.0,-8435.0
333754,2023-12-31,6323.0,749.0,189622.0,185538.0,4084.0,3887.0,2893.0
358790,2015-12-31,1776.1,180.8,12705.2,11327.1,1378.1,1144.1,1485.2
358790,2016-12-31,1750.1,209.6,13186.2,11700.9,1485.3,1115.7,1432.5
358790,2020-12-31,1663.2,153.8,14605.4,13024.5,1580.9,1050.8,1361.6
358790,2021-12-31,3195.0,247.1,16470.6,14732.5,1738.1,1367.0,2769.1
358790,2022-12-31,592.0,201.7,14833.4,13514.9,1318.5,1390.4,202.9
358790,2023-12-31,559.7,210.4,16342.6,14743.6,1599.0,336.8,299.0
016281,1987-12-31,43537.0,2885.0,120594.0,98409.0,,26159.0,22058.0
016281,1988-12-31,69232.0,4110.0,175842.0,142696.0,,44290.0,38874.0
016281,1989-12-31,91045.0,4299.0,263237.0,212916.0,,55165.0,49071.0
016281,1990-12-31,114339.0,5928.0,332550.0,267757.0,,66319.0,59117.0
016281,1991-12-31,134619.0,8320.0,334943.0,267568.0,,101925.0,89250.0
016281,1992-12-31,169558.0,8089.0,430023.0,344706.0,,138551.0,115004.0
016281,1993-12-31,204288.0,8997.0,518752.0,417534.0,,166989.0,136948.0
016281,1994-12-31,240471.0,12485.0,571553.0,463651.0,,199199.0,160128.0
016281,1995-12-31,300209.0,17921.0,661681.0,544006.0,,241319.0,198960.0
016281,1996-12-31,336148.0,17718.0,778039.0,634460.0,,274332.0,226170.0
016281,1997-12-31,433027.0,19641.0,947578.0,782411.0,,360438.0,289491.0
016281,1998-12-31,476226.0,19212.0,1009707.0,830673.0,,386634.0,327238.0
016281,1999-12-31,487467.0,22097.0,1169853.0,973381.0,,393897.0,336092.0
016281,2000-12-31,731013.0,33272.0,1864412.0,1575104.0,,628621.0,557173.0
016281,2001-12-31,5912.588,211.719,14020.687,12209.591,,5170.388,4633.248
016281,2002-12-31,5823.933,258.96,15237.708,13536.566,,4801.659,4250.926
016281,2003-12-31,5633.988,320.597,19074.354,17310.153,,4410.308,3876.146
016281,2004-12-31,6417.615,403.382,21006.428,18603.675,,5142.131,4492.858
016281,2005-12-31,7547.17,547.93,27420.98,24259.7,,5869.23,5137.76
016281,2006-12-31,7937.07,737.38,28347.81,24936.15,,6335.84,5113.73
016281,2007-12-31,12202.77,1365.73,37626.92,32012.51,,10606.03,8222.02
016281,2008-12-31,14480.47,1383.26,41689.37,35973.0,,12473.14,9813.86
016281,2009-12-31,15656.72,1446.17,43105.85,36012.1,,13714.19,10699.36
016281,2010-12-31,16868.6,1431.04,48672.31,40876.5,7795.81,14822.97,11514.16
016281,2011-12-31,20171.5,1636.94,54855.65,45129.03,9726.62,17093.07,13078.69
016281,2012-12-31,21249.08,1372.01,56983.18,46846.87,10136.31,18271.96,13527.85
016281,2013-12-31,21351.87,1563.91,56825.75,46932.08,9893.67,18002.01,13199.65
016281,2014-12-31,21777.36,1824.05,67231.87,55762.45,11469.42,18458.17,13833.0
016281,2015-12-31,21051.33,1476.03,63489.27,53080.98,10408.29,17988.27,13339.08
016281,2016-12-31,22340.01,1805.1,67881.76,56438.28,11443.48,19038.21,14193.17
016281,2017-12-31,22544.06,1508.71,67569.48,57056.82,10512.66,19309.66,14382.94
016281,2018-12-31,21829.26,1330.46,67290.82,58093.24,9197.58,19212.02,13971.33
016281,2019-12-31,22764.55,1279.29,72509.92,62403.9,10106.02,19172.92,14653.66
016281,2020-12-31,19186.4,1118.4,69152.6,59314.8,9837.8,16701.5,11554.5
016281,2021-12-31,20562.2,1355.1,63854.2,54187.6,9666.6,17464.1,12810.2
016281,2022-12-31,21578.9,1397.6,59625.8,51265.6,8360.2,19211.8,13170.2
016281,2023-12-31,26163.5,1647.7,54947.1,45290.8,9656.3,24781.0,16903.8
015677,1987-06-30,12694.231,131.761,26684.006,25316.658,,10073.27,8192.004
015677,1988-06-30,12655.961,135.399,28349.846,26919.467,,10231.919,8436.606
015677,1989-06-30,13581.964,165.161,32110.145,30680.059,,10958.383,8935.879
015677,1990-06-30,13663.554,197.431,33845.599,32133.821,,10884.728,9019.449
015677,1991-06-30,15613.031,269.059,38582.276,35965.474,,12366.947,10315.846
015677,1992-06-30,17351.779,365.886,41900.062,39107.744,,13542.25,11308.606
015677,1993-06-30,32063.993,550.106,98442.379,94812.009,,22222.051,20299.802
015677,1994-06-30,35157.939,636.567,109249.269,104975.765,,24980.968,22379.534
015677,1995-06-30,36248.49,687.469,117356.233,112914.279,,25802.226,23371.668
015677,1996-06-30,42310.08,1072.514,126860.166,121482.66,,26220.403,25900.746
015677,1997-06-30,47953.263,1298.67,162352.582,155748.338,,28664.752,29069.827
015677,1998-06-30,65952.999,1952.572,227234.269,217272.381,,40484.865,40629.916
015677,1998-12-31,76607.903,2533.717,235786.333,223523.925,,45970.521,46743.547
015677,1999-12-31,35555.0,1701.0,179880.0,159301.0,,24945.0,25241.0
015677,2000-12-31,41215.0,2470.0,193567.0,167611.0,,28129.0,29770.0
015677,2001-12-31,43567.0,-645.0,202054.0,181707.0,,31680.0,34162.0
015677,2002-12-31,44644.0,438.0,196441.0,181961.0,,36306.0,31129.0
015677,2003-12-31,47569.0,1325.0,209384.0,190002.0,,37617.0,32487.0
015677,2004-12-31,45815.0,2604.0,214791.0,194054.0,,36534.0,31636.0
015677,2005-12-31,48289.0,3752.0,218639.0,193986.0,,36210.0,33351.0
015677,2006-12-31,45952.0,5184.0,215874.0,189445.0,,35714.0,29667.0
015677,2007-12-31,45313.0,4745.0,214253.0,188795.0,,35675.0,30474.0
015677,2008-12-31,41859.0,2901.0,215417.0,194161.0,,35724.0,28719.0
015677,2009-12-31,47536.0,3828.0,223412.0,201134.0,,39526.0,32392.0
015677,2010-12-31,52427.0,3122.0,236358.0,213330.0,23028.0,43075.0,36583.0
015677,2011-12-31,54782.0,160.0,247580.0,224271.0,23309.0,47412.0,41034.0
015677,2012-12-31,60433.4,4077.0,258360.0,230937.0,27423.0,50499.0,40991.0
015677,2013-12-31,57563.0,3450.0,254288.0,228062.0,26226.0,49172.0,39916.0
015677,2014-12-31,53766.0,2859.0,272979.0,242675.0,30304.0,44726.0,37035.0
015677,2015-12-31,55304.0,3598.0,276520.0,245555.0,30965.0,46945.0,37367.0
015677,2016-12-31,55656.0,3341.0,267805.0,236021.0,31784.0,47118.0,38498.0
015677,2017-12-31,55856.0,94.0,265722.0,237524.0,28198.0,47164.0,41645.0
015677,2018-12-31,52263.0,2852.0,270168.0,243668.0,26500.0,45735.0,35116.0
015677,2019-12-31,57432.0,3190.0,287553.0,256977.0,30576.0,48280.0,39685.0
015677,2020-12-31,58981.0,1480.0,297946.0,267952.0,29994.0,51223.0,43077.0
015677,2021-12-31,63735.0,3484.0,312405.0,281460.0,30945.0,55202.0,45383.0
015677,2022-12-31,67371.0,3999.0,298570.0,277368.0,21202.0,63462.0,46957.0
015677,2023-12-31,58659.0,5533.0,273793.0,244022.0,29771.0,57095.0,41481.0
260840,1996-12-31,35867.0,2498.0,,,,24322.0,26890.0
260840,1997-12-31,46107.0,2921.0,,,,31612.0,35483.0
260840,1998-12-31,64789.0,5351.0,,,,45062.0,50399.0
260840,1999-12-31,35401.0,3632.0,,,,22412.0,27543.0
260840,2000-12-31,43160.0,10643.0,,,,27484.0,28292.0
260840,2001-12-31,51605.0,3915.0,268008.0,251583.0,,47785.0,40050.0
260840,2002-12-31,45563.0,4663.0,241810.0,229820.0,,44103.0,33416.0
260840,2003-12-31,63673.0,3516.0,240584.0,227386.0,,43257.0,53464.0
260840,2004-12-31,54758.0,4623.0,256771.0,241115.0,,41169.0,42606.0
260840,2005-12-31,53557.0,4008.0,328810.0,306956.0,,43247.0,40887.0
260840,2006-12-31,55893.0,4957.0,333771.0,310084.0,,44427.0,41919.0
260840,2007-12-31,59764.0,6615.0,322083.0,303282.0,,44465.0,43553.0
260840,2008-12-31,55077.0,-1726.0,312220.0,299807.0,,41786.0,44938.0
260840,2009-12-31,33937.0,-465.0,290409.0,274442.0,,28557.0,26921.0
260840,2010-12-31,36790.0,-1316.0,325764.0,304842.0,20922.0,25867.0,26440.0
260840,2011-12-31,37477.0,78.0,335387.0,311850.0,23537.0,25294.0,28167.0
260840,2012-12-31,25731.0,-209.0,339863.0,312347.0,27516.0,18617.0,19392.0
260840,2013-12-31,11163.0,-52.0,145758.0,131463.0,14295.0,9388.0,6177.0
260840,2014-12-31,13462.0,762.0,165481.0,144064.0,21417.0,9195.0,8807.0
260840,2015-12-31,14131.0,1761.0,162152.0,140688.0,21464.0,9051.0,8664.0
260840,2016-12-31,14655.0,1463.0,168505.0,144801.0,23704.0,9259.0,9281.0
260840,2017-12-31,18095.0,2524.0,227062.0,202263.0,24799.0,11767.0,11018.0
260840,2018-12-31,19749.0,1657.0,224246.0,199398.0,24848.0,12861.0,12649.0
260840,2019-12-31,20272.0,2429.0,248597.0,215805.0,32792.0,14057.0,13220.0
260840,2020-12-31,19440.0,2349.0,263738.0,224966.0,38772.0,12602.0,11862.0
260840,2021-12-31,19084.0,3832.0,251585.0,216667.0,34918.0,12820.0,11881.0
260840,2022-12-31,15231.0,562.0,217110.0,199278.0,17832.0,12096.0,10657.0
260840,2023-12-31,10312.0,1532.0,208941.0,187822.0,21119.0,8166.0,5144.0
208752,1996-12-31,5907.276,144.065,22412.158,21640.751,,3639.725,4373.255
208752,1997-12-31,6825.637,299.486,25244.691,24255.726,,3638.711,4897.885
208752,1998-12-31,6552.372,215.48,27184.674,26102.417,,3975.159,4820.271
208752,1999-12-31,6913.903,192.809,30832.219,29678.502,,4196.071,4895.175
208752,2000-12-31,6538.972,144.214,31364.96,30167.227,,4502.37,4438.499
208752,2001-12-31,2892.139,54.093,15823.341,15201.979,,2276.644,1542.827
208752,2002-12-31,2190.024,-8.724,15201.538,14604.958,,2370.068,1135.724
208752,2003-12-31,3597.171,79.157,16192.363,15577.489,,2435.058,2547.761
208752,2004-12-31,3474.217,56.151,16787.663,16165.494,,2568.521,2330.35
208752,2005-12-31,5011.389,66.175,19848.011,19152.135,,3295.881,3811.442
208752,2006-12-31,4480.911,88.789,20972.144,20332.171,,3037.688,3255.382
208752,2007-12-31,4642.614,138.854,21567.52,20928.03,,3211.487,3421.005
208752,2008-12-31,2374.639,24.49,19527.563,18921.787,,3316.181,758.063
208752,2009-12-31,5513.399,59.672,21307.026,20646.38,,3403.921,3876.454
208752,2010-12-31,5519.754,67.84,22978.039,22311.405,666.634,3504.0,4005.629
208752,2011-12-31,3867.641,88.111,22869.289,22167.895,701.394,3500.92,2573.491
208752,2012-12-31,5720.731,121.423,25169.314,24326.949,842.365,3639.494,4342.808
208752,2013-12-31,5845.776,111.237,26932.549,26108.873,823.675,3601.249,4503.952
208752,2014-12-31,5748.541,134.817,29184.278,28298.215,886.063,3542.958,4394.175
208752,2015-12-31,5016.912,116.02,30229.9,29313.916,915.985,3509.842,4067.65
208752,2016-12-31,4029.991,85.385,29082.961,28353.37,729.591,2905.831,3191.948
208752,2017-12-31,4686.501,145.767,30926.448,30125.405,801.043,2977.438,3823.13
208752,2018-12-31,2710.75,94.332,30672.799,29842.068,830.731,2862.033,1858.179
208752,2019-12-31,5453.467,78.197,32877.105,32014.707,862.397,3011.54,4564.245
208752,2020-12-31,4085.124,90.1,33619.654,32712.964,906.69,3049.573,3215.656
208752,2021-12-31,5613.534,69.303,35866.1,34933.341,932.759,2987.44,4706.028
208752,2022-12-31,2271.038,54.031,33648.938,32684.581,964.357,2985.561,1345.646
349833,2021-09-30,0.944,-4.054,0.459,2.178,-1.719,,
349833,2023-03-31,2.384,-6.223,1.782,8.421,-6.639,,
250017,2000-12-31,10.694,3.621,16.56,5.329,,10.523,2.373
250017,2001-12-31,10.921,4.646,17.586,5.267,,11.08,2.374
250017,2002-12-31,12.435,5.614,19.595,5.637,,12.214,2.607
250017,2003-12-31,13.22,6.305,21.558,7.019,,12.925,2.624
250017,2004-12-31,14.104,6.179,23.609,7.37,,13.564,3.089
250017,2005-12-31,16.359,7.66,37.351,16.79,,15.447,2.82
250017,2006-12-31,16.763,8.31,36.757,13.995,,15.953,2.908
250017,2007-12-31,24.665,8.571,35.414,8.705,,16.038,3.08
250017,2008-12-31,24.912,5.227,31.047,7.888,,16.461,3.448
250017,2009-12-31,24.534,5.521,27.296,5.558,,17.611,3.844
250017,2010-12-31,25.03,9.381,29.54,6.016,23.524,18.462,3.854
250017,2011-12-31,25.164,10.015,33.37,7.713,25.657,19.108,3.899
250017,2012-12-31,24.893,8.32,33.584,6.892,26.692,20.924,4.211
250017,2013-12-31,25.889,3.73,32.683,7.52,25.163,22.572,5.82
250017,2014-12-31,29.044,9.197,52.259,25.211,27.048,24.054,6.551
250017,2015-12-31,30.698,10.449,56.884,25.021,31.863,29.37,7.451
250017,2016-12-31,32.708,10.521,53.142,20.817,32.325,31.223,7.318
250017,2017-12-31,31.028,9.51,49.568,15.812,33.756,30.67,6.78
250017,2018-12-31,33.645,10.21,52.335,17.04,35.295,31.219,7.175
250017,2019-12-31,33.97,10.487,56.438,18.423,38.015,30.205,6.67
250017,2020-12-31,30.009,8.557,58.922,18.148,40.774,28.826,7.031
250017,2021-12-31,25.331,4.342,57.604,16.323,41.281,24.67,6.049
250017,2022-12-31,26.841,-6.76,46.609,15.631,30.978,25.257,6.99
250017,2023-12-31,31.77,5.334,49.187,17.192,31.995,28.708,14.728
288153,2008-12-31,33.0,31.0,593.0,20.0,,0.0,0.0
288153,2009-12-31,1600.0,91.0,76936.0,74796.0,,514.0,1263.0
288153,2010-12-31,7466.0,11.0,83564.0,81264.0,2300.0,1449.0,6256.0
288153,2011-12-31,6612.0,-4.0,89501.0,87135.0,2366.0,1388.0,5619.0
288153,2012-12-31,1263.0,323.0,86094.0,83712.0,2382.0,-3564.0,-13.0
288153,2013-12-31,4116.0,190.0,74073.0,71386.0,2687.0,1344.0,2898.0
288153,2014-12-31,5112.0,465.0,68803.0,65525.0,3278.0,-811.0,4141.0
288153,2015-12-31,528.0,152.0,64514.0,61510.0,3004.0,-474.0,-209.0
288153,2016-12-31,7326.0,-70.0,85999.0,82666.0,3333.0,924.0,6711.0
288153,2017-12-31,6086.0,-7.0,83443.0,80288.0,3155.0,925.0,5204.0
288153,2018-12-31,-6834.0,259.0,229980.0,224031.0,5949.0,2164.0,-8382.0
288153,2019-12-31,29113.0,351.0,242677.0,237084.0,5593.0,3482.0,26160.0
288153,2020-12-31,21805.0,1270.0,334325.0,326453.0,7872.0,3910.0,18116.0
288153,2021-12-31,23242.0,-430.0,333799.0,327030.0,6769.0,5376.0,21866.0
288153,2022-12-31,-29485.0,-2840.0,285169.0,279982.0,5187.0,5367.0,-31240.0
288153,2023-12-31,20227.0,20.0,299308.0,295769.0,3539.0,4861.0,17555.0
269546,2001-12-31,13211.523,1487.595,26108.653,22569.216,,10765.013,9344.606
269546,2002-12-31,14401.437,1791.21,30975.413,26010.886,,11294.496,9902.579
269546,2003-12-31,14600.431,2064.664,34869.797,28828.694,,11774.699,9599.672
269546,2004-12-31,15350.514,2705.742,38964.417,30598.913,,12237.406,9834.253
269546,2005-12-31,16852.162,3991.847,43041.678,32148.74,,13210.149,9791.868
269546,2006-12-31,18449.894,4617.237,49445.091,36114.068,,15098.464,10582.095
269546,2007-12-31,17769.274,4469.869,52653.897,35788.767,,15034.813,9731.413
269546,2008-12-31,22295.945,2948.613,58208.424,39140.379,,21238.025,15600.931
269546,2009-12-31,18415.187,4565.811,53176.209,41909.33,,14485.214,9711.338
269546,2010-12-31,17358.675,3029.431,50533.832,37733.906,12799.926,14213.013,10476.0
269546,2011-12-31,17011.405,2907.575,52129.282,39259.777,12869.505,14890.528,10188.61
269546,2012-12-31,20344.108,4038.708,55909.56,41640.291,14269.269,16005.24,12395.511
269546,2013-12-31,19570.648,4120.692,62362.421,49234.634,13127.787,16248.769,11238.939
269546,2014-12-31,19653.554,3691.693,67572.761,54405.133,13167.628,16429.37,11555.739
269546,2015-12-31,19835.702,2943.733,105429.009,90250.102,15178.907,17384.871,11857.102
269546,2016-12-31,23511.0,3031.0,125345.0,108218.0,17127.0,18625.0,12732.0
269546,2017-12-31,32585.0,5526.0,317405.0,279804.0,37601.0,21354.0,14941.0
269546,2018-12-31,36998.0,7086.0,328554.0,291147.0,37407.0,22350.0,14563.0
269546,2019-12-31,41720.0,7080.0,343340.0,304052.0,39288.0,23090.0,15695.0
269546,2020-12-31,36385.0,4058.0,378974.0,335571.0,43403.0,23024.0,15580.0
269546,2021-12-31,38737.0,7454.0,402129.0,362135.0,39994.0,23232.0,15731.0
269546,2022-12-31,46181.0,7605.0,436119.0,396367.0,39752.0,24297.0,15542.0
222004,2003-12-31,0.138,-3.287,64.874,4.01,,,
222004,2004-12-31,37.087,-15.067,133.239,83.271,,16.003,22.944
222004,2005-12-31,200.98,5.812,470.337,385.229,,80.869,85.339
222004,2006-12-31,330.223,17.852,807.896,569.015,,255.909,208.766
222004,2007-12-31,483.196,21.312,1708.72,1207.935,,375.778,347.599
222004,2008-12-31,616.369,-45.395,1620.886,1264.996,,592.37,531.891
222004,2009-12-31,1101.599,197.154,1972.853,1410.189,,842.646,756.401
222004,2010-12-31,1022.682,141.818,2385.99,1798.524,587.466,792.342,700.584
