gvkey,curcdq,datadate,accdq,accoq,acoq,acoxq,actq,adpacq,amq,ancq,aoq,aotq,apoq,apq,artfsq,atq,autxrq,bcefq,bctq,bdiq,capcstq,capr1q,capr2q,capr3q,capsq,caq,ceqq,cfbdq,cfereq,cfoq,cfpdoq,cheq,chq,chsq,cltq,cogsq,cstkq,dfpacq,dfxaq,ditq,dlcq,dlttq,dpactq,dpq,dptbq,dptcq,dvpdpq,dvrreq,dvtq,eqrtq,eroq,esubq,fcaq,feaq,felq,gdwlamq,gdwlq,gpq,iatiq,ibkiq,ibmiiq,ibq,iditq,iireq,iitq,intanq,intcq,invtq,iobdq,ioiq,ioreq,ipq,iptiq,isgtq,istq,ivaeqq,ivaoq,iviq,ivptq,ivstq,ivtfsq,lcabgq,lcacuq,lcoq,lcoxq,lctq,lltq,loq,lseq,lsq,ltmibq,ltq,mibnq,mibq,mibtq,miiq,mtlq,nitq,nopioq,nopiq,oiadpq,oibdpq,oproq,pclq,piq,ppentq,prcq,pstkq,ptranq,pvoq,pvtq,ratiq,rawmsmq,reccoq,rectoq,rectq,rectrq,reitq,req,revtq,risq,rltq,rvlrvq,rvtiq,rvutxq,saaq,saleq,salq,sbdcq,scoq,scq,sctq,seqq,spiq,ssnpq,stkchq,tdsgq,tdstq,teqq,transaq,tstkq,txdbq,txtq,unnpq,xagtq,xbdtq,xcomiq,xcomq,xdvreq,xintq,xioq,xiq,xiviq,xivreq,xobdq,xoiq,xoproq,xoprq,xoreq,xppq,xretq,xsgaq,xsq,xstoq,xstq,xtq,accliy,acqdisny,acqdisoy,adpacy,amy,aolochy,apalchy,apchy,aqcy,asdisy,asinvy,atochy,autxry,bcefy,bcty,bdiy,capcsty,capfly,capxfiy,capxy,cfbdy,cferey,cflaothy,cfoy,cfpdoy,chechy,chenfdy,cogsy,dcsfdy,dcufdy,dfxay,dispochy,dity,dlcchy,dltisy,dltry,docy,dpcy,dpy,dvpdpy,dvrecy,dvrrey,dvty,dvy,eieacy,eqdivpy,esuby,exresy,exreuy,exrey,fcay,fiaoy,fincfy,finincy,finley,finrey,finvaoy,fopoy,fsrcopoy,fsrcopty,fsrcoy,fsrcty,fuseoy,fusety,gdwlamy,gpy,ibcy,ibkiy,ibmiiy,iby,idity,iirey,iity,intandy,intanpy,intcy,intfacty,intfly,intiacty,intoacty,intpdy,intrcy,invchy,invdspy,invsvcy,iobdy,ioiy,iorey,iptiy,isgty,ivacoy,ivchy,iviy,ivncfy,ivstchy,liqresny,liqresoy,lndepy,lnincy,lnmdy,lnrepy,ltdchy,ltdlchy,ltloy,micy,miiy,miseqy,ncfliqy,neqmiy,nity,noasuby,nopioy,nopiy,oancfcy,oancfdy,oancfy,oiadpy,oibdpy,opprfty,oproy,pcly,piy,pliachy,prosaiy,prstkcy,prvy,psfixy,ptrany,purtshry,pvoy,rawmsmy,recchy,reity,revty,risy,rvy,saley,shrcapy,sivy,spiy,sppchy,sppivy,sstky,stfixay,stinvy,stkchy,subdisy,subpury,tdsgy,txdcy,txopy,txty,txy,wcapchcy,wcapchy,wcapopcy,wcapsay,wcapsuy,wcapsy,wcapty,wcapuy,xagty,xbdty,xcomiy,xcomy,xdvrey,xidocy,xinty,xioy,xiviy,xivrey,xiy,xobdy,xoiy,xoproy,xopry,xorey,xrety,xsgay,xstoy,xsty,xsy,xty,isin,conm,fic,loc,MKTCAP
270979,GBP,2004-03-31,,,,,,2.7161880000000003,0.36650550000000004,,,,,,,,,,25.001071500000002,,,,,,,,,,,,,,,,,,,,0.587608,,,,,0.9541135,,,,,,,,,,,,,,,,,28.5207235,28.5207235,,,68.6519515,,,,,27.834181500000003,,,37.511725500000004,,,,,3.3060445,,,,,,,,,,,162.140834,,,,,,,,,,,,,,,,40.963173000000005,,,,,,,,,,,,,,,93.450658,24.798706500000005,,,,,,,,,,,,162.140834,0.0,,,,,,,,,12.4424495,,15.434453500000002,,,,,0.8499329999999999,36.2030985,,,,,8.485839,,,,,,,,,,52.48748500000001,,,,2.7161880000000003,0.36650550000000004,,,,,,,,,,25.001071500000002,,,,,,,,,,,,,,,,0.587608,,,,,,,,0.9541135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5207235,28.5207235,,,68.6519515,,,,,,,,,,,,,,27.834181500000003,,37.511725500000004,,,,3.3060445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.963173000000005,,,,,,,,,,,,93.450658,24.798706500000005,,,,,0.0,,,,,,,,,,,,12.4424495,,,,,,,,,,15.434453500000002,,,,,,0.8499329999999999,36.2030985,,,,,8.485839,,,,,,,,,52.48748500000001,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,
270979,GBP,2004-06-30,,,,,,2.7031416,0.3647451,,,,,,,,,,24.8809863,,,,,,,,,,,,,,,,,,,,0.5847856,,,,,0.9495307,,,,,,,,,,,,,,,,,28.3837327,28.3837327,,,68.3222023,,,,,27.7004883,,,37.3315491,,,,,3.2901648999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7664186,,,,,,,,,,,,,,,93.0017956,24.679593300000004,,,,,,,,,,,,,0.0,,,,,,,,,12.3826859,,15.3603187,,,,,0.8458505999999999,36.0292077,,,,,8.4450798,,,,,,,,,,52.235377,,,,5.4062832,0.7294902,,,,,,,,,,49.7619726,,,,,,,,,,,,,,,,1.1695712,,,,,,,,1.8990614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7674654,56.7674654,,,136.6444046,,,,,,,,,,,,,,55.4009766,,74.6630982,,,,6.5803297999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5328372,,,,,,,,,,,,186.0035912,49.35918660000001,,,,,0.0,,,,,,,,,,,,24.7653718,,,,,,,,,,30.7206374,,,,,,1.6917011999999998,72.0584154,,,,,16.8901596,,,,,,,,,104.470754,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,
270979,GBP,2004-09-30,,,,,,1.5647106000000002,0.35839740000000003,,6.4511532,195.5713422,,4.9257789,163.76867210000003,834.2427935000001,,,29.804531750000002,,,,,,19.1509505,,,,,,,173.6639369,173.6639369,,,,0.37733710000000004,,0.5769324,,18.9367862,32.6462152,,0.9353298000000001,,,,,,191.188987,,,,,,,90.8435426,,296.3596842,,38.209387850000006,38.209387850000006,,,47.29461625,92.76519370000001,,,,,,,41.8509094,,,,,5.44370685,,,296.3596842,,,,,,,84.179682,834.2427935000001,77.1311998,,623.5255189000001,,,,,,,,,,,,,36.6060694,4.879158100000001,,,,,7.0484822000000005,96.35499530000001,,,,,,,,82.03585365,34.7412374,,,482.8370566,,,,,,,,0.37733710000000004,210.7172746,0.0,,,,,,,,,-1.6033184500000002,,1.83642245,,,,,0.95936865,42.63399315,,,,,11.264750800000002,,,,,,,,,,45.429784250000004,,,,6.844516200000001,1.0708215,,,,,,,,,,78.40234505000001,,,,,,,,,,,,,,,,1.719142,,,,,,,,2.7899635000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.64880355,93.64880355,,,169.47753475000002,,,,,,,,,,,,,,42.8401445,,114.76729750000001,,,,11.870092750000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.23148200000001,,,,,,,,,,,,244.17571155000002,74.6981768,,,,,0.0,,,,,,,,,,,,22.582678450000003,,,,,,,,,,31.838364150000004,,,,,,2.61149325,93.49437215000002,,,,,8.2475109,,,,,,,,,127.94422955000002,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,1085.7311
270979,GBP,2004-12-31,,,,,,1.5200322000000002,0.3481638,,65.7859746,190.3337899,,,151.35076669999998,804.8938476999999,,,28.95349975,,,,,,18.6041185,,,,,,,125.41114830000001,125.41114830000001,,,,0.3665627,3.9543482,0.5604588,,18.3960694,30.6653051,,0.9086226000000001,,,,,,146.1651075,,,,,,,82.7214544,,331.1915224,,37.11836545,37.11836545,,,45.94417625,82.7214544,,,,,,,40.6559078,,,,,5.28826845,,,331.1915224,,,,,,,284.8404474,804.8938476999999,148.7098169,,639.758059,,,,,,,,,,,,,35.5608278,6.606620400000001,,,,,6.8472214000000005,37.8720127,,,,,,,,79.69342005,33.7492438,129.2834091,,305.8562371,,,,,,,,0.3665627,165.1357887,0.0,,,,,,,,,-1.55753765,,1.78398565,,,,,0.9319750499999999,41.41663155,,,,,10.9430996,,,,,,,,,,44.13259225,,,,,5.5281618,,,,,,,,,,105.1171616,,,,,,,,,,,,,,,,3.6175068,,,,,,,,9.1456686,,,,34.0365497,,,,,,,,,,,,,,,,,,,,,,5.5281618,,,,122.56497999999999,122.56497999999999,,,199.6393874,,,,,,,,,,,,,,30.6737969,,152.1461653,,,,16.8194252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.9841705,,,,,,,,,,,,279.9675695,80.32818209999999,,,,,0.0,,,,,,,,,,,,44.4191905,,,,,,,,,,-1.1308247,,,,,,3.4689003,105.1171616,,,,,,,,,,,,,5.5281618,112.98339899999999,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,1178.6073
270979,GBP,2005-03-31,,,,,,2.39638735,0.3470278,,7.1286509,190.31412819999997,,5.0668975,212.72512519999998,942.0696614000001,,,34.4796907,,,,,,19.166724499999997,,,,,,,173.77052559999998,173.77052559999998,,,,0.3776479,,0.63208635,,19.198802699999998,26.961727099999997,,0.9791141499999999,,,,,18.32904605,214.0622029,,,,,,,90.9183674,,360.90599579999997,,28.63052255,28.63052255,,,56.759458699999996,92.6097634,,,,4.1307973,,,46.537448649999995,,,,,6.09121275,,,360.90599579999997,,,,,,,258.8040014,942.0696614000001,249.50569769999998,,708.4630860999999,,,,,,,,,,,,,40.52570235,4.3538866,,,,,9.2983037,90.5757139,,,,,,,,89.39829815,32.63883945,,,398.4316574,,,,,,,,0.3776479,233.60657529999997,0.0,,,,,,,,,11.8951798,,11.15081975,,,,,0.845698,36.876078050000004,,,,,0.0,,,,,,,,,,48.8725958,,,,2.39638735,0.3470278,,,,,,,,,,34.4796907,,,,,,,,,,,,,,,,0.63208635,,,,,,,,0.9791141499999999,,,,18.32904605,,,,,,,,,,,,,,,,,,,,,,,,,,28.63052255,28.63052255,,,56.759458699999996,,,,,,,,,,,,,,4.1307973,,46.537448649999995,,,,6.09121275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.52570235,,,,,,,,,,,,89.39829815,32.63883945,,,,,0.0,,,,,,,,,,,,11.8951798,,,,,,,,,,11.15081975,,,,,,0.845698,36.876078050000004,,,,,0.0,,,,,,,,,48.8725958,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,1314.2174
270979,GBP,2005-06-30,,,,,,2.4320513,0.35219239999999996,,7.2347422,193.1464556,,5.142305,215.8909816,956.0899012000001,,,34.9928306,,,,,,19.451971,,,,,,,176.3566448,176.3566448,,,,0.3832682,,0.6414933,,19.4845266,27.3629818,,0.9936857,,,,,18.601825899999998,217.2479582,,,,,,,92.27144919999999,,366.2771364,,29.0566129,29.0566129,,,57.6041746,93.9880172,,,,4.1922734,,,47.2300367,,,,,6.1818645000000005,,,366.2771364,,,,,,,262.6556212,956.0899012000001,253.21893659999998,,719.0067038,,,,,,,,,,,,,41.128821300000006,4.4186828,,,,,9.4366846,91.9236962,,,,,,,,90.7287577,33.1245831,,,404.36126920000004,,,,,,,,0.3832682,237.0831974,0.0,,,,,,,,,12.0722084,,11.3167705,,,,,0.8582839999999999,37.4248819,,,,,0.0,,,,,,,,,,49.599936400000004,,,,4.8641026,0.7043847999999999,,,,,,,,,,69.9856612,,,,,,,,,,,,,,,,1.2829866,,,,,,,,1.9873714,,,,37.203651799999996,,,,,,,,,,,,,,,,,,,,,,,,,,58.1132258,58.1132258,,,115.2083492,,,,,,,,,,,,,,8.3845468,,94.4600734,,,,12.363729000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.25764260000001,,,,,,,,,,,,181.4575154,66.2491662,,,,,0.0,,,,,,,,,,,,24.1444168,,,,,,,,,,22.633541,,,,,,1.7165679999999999,74.8497638,,,,,0.0,,,,,,,,,99.19987280000001,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,1427.1402
270979,GBP,2005-09-30,,,,,,,0.308007,,8.5288605,180.61383809999998,,6.487214099999999,190.25299049999998,973.2771860999999,,,39.03768719999999,,,,,,19.2797715,,,,,,,220.22793839999997,220.22793839999997,,,,0.38134199999999996,,0.70181595,,2.8791321,33.566896199999995,,1.00982295,,,,,9.33217209,246.4158669,,,,,,,91.4546118,,375.3827979,,33.33002414999999,33.33002414999999,,,67.36039754999999,92.6397054,,,,6.6507511500000005,,,55.45666034999999,,,,,5.25298605,,,375.3827979,,,,,,,103.02687479999999,973.2771860999999,97.82008979999999,,707.2002057,,,,,,,,,,,,,46.86619844999999,6.7996212,,,,,5.206784999999999,79.44527219999999,,,,,,,,103.02760814999999,35.6672106,,,561.2400885,,,,,,,,0.38134199999999996,266.07698039999997,0.0,,,,,,,,,13.536174299999997,,-10.895380949999998,,,,,0.7348167,66.32197395,,,,,27.284286749999996,,,,,,,,,,56.16140969999999,,,,6.782020799999999,1.0061562,,,,,,,,,,108.40379699999998,,,,,,,,,,,,,,,,1.9734448499999997,,,,,,,,2.9796010499999994,,,,71.55589289999999,,,,,,,,,,,,,,,,,,,,,,,,,,90.92879984999999,90.92879984999999,,,166.587786,,,,,,,,,,,,,,,,149.08052145,,,,17.50726455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.39565134999998,,,,,,,,,,,,275.74326675,109.15548075,,,,,0.0,,,,,,,,,,,,37.4668515,,,,,,,,,,25.533780299999997,,,,,,2.5168571999999996,119.2969779,,,,,4.111160099999999,,,,,,,,,147.3476154,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,1612.8249
270979,GBP,2005-12-31,,,,,,,0.305403,,8.4567545,179.0868649,,6.4323689,188.6445245,965.0487569,,,38.707648799999994,,,,,,19.116773499999997,,,,,,,218.36605359999996,218.36605359999996,,,,0.378118,,0.69588255,,2.8547909,33.2831098,,1.00128555,,,,,9.25327461,244.3325801,,,,,,,90.6814222,,372.2091791,,33.04824035,33.04824035,,,66.79090894999999,91.8564966,,,,6.59452335,,,54.987810149999994,,,,,5.20857545,,,372.2091791,,,,,,,102.15584919999999,965.0487569,96.9930842,,701.2212853,,,,,,,,,,,,,46.469975049999995,6.7421348,,,,,5.162764999999999,78.77361379999999,,,,,,,,102.15657635,35.3656674,,,556.4951665,,,,,,,,0.378118,263.82747159999997,0.0,,,,,,,,,13.421734699999998,,-10.80326755,,,,,0.7286043,65.76126454999999,,,,,27.05361575,,,,,,,,,,55.68660129999999,,,,,1.3030528,,,,,,,,,,146.1949618,,,,,,,,,,,,,,,,2.6526432,,,,,,,,3.955696,,,,55.069105519999994,,,,,,,,,,,,,,,,,,,,,,,,,,123.20829599999999,123.20829599999999,,,246.80489009999997,,,,,,,,,,,,,,21.429110499999997,,202.8079522,,,,22.5678274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.7801242,,,,,,,,,,,,382.6437816,135.8388915,,,,,0.0,,,,,,,,,,,,50.5718282,,,,,,,,,,0.6369834,,,,,,3.1441966,205.0824774,,,,,58.88751559999999,,,,,,,,,208.8636574,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,1708.9817
270979,GBP,2006-03-31,,,,,,,0.1677429,,7.4236986,196.2190494,,5.0408892,209.4807744,1000.9304864999999,,,39.85686,,,,,,18.8459865,,,,,,,185.59103130000003,185.59103130000003,,,,0.3741957,,0.7828002000000001,,2.5749252,0.645165,,0.9505431000000001,,,,,22.5363303,256.1075658,,,,,,,89.3969298,,399.9750597,,34.47546705,34.47546705,,,64.7344224,90.3575088,,,,6.90971715,,,53.66554155,,,,,4.1591637,,,399.9750597,,,,,,,105.3898533,1000.9304864999999,104.0937885,,725.6027385,,,,,,,,,,,,,49.2518961,9.6645717,,,,,1.2960648,98.43784199999999,,,,,,,,108.7991919,44.0647695,,,611.9519058,,,,,,,,0.3741957,275.327748,0.0,,,,,,,,,14.776429049999999,,0.301077,,,,,0.46093455,58.78528425,,,,,18.92842425,,,,,,,,,,59.5472958,,,,,0.1677429,,,,,,,,,,39.85686,,,,,,,,,,,,,,,,0.7828002000000001,,,,,,,,0.9505431000000001,,,,22.5363303,,,,,,,,,,,,,,,,,,,,,,,,,,34.47546705,34.47546705,,,64.7344224,,,,,,,,,,,,,,6.90971715,,53.66554155,,,,4.1591637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2518961,,,,,,,,,,,,108.7991919,44.0647695,,,,,0.0,,,,,,,,,,,,14.776429049999999,,,,,,,,,,0.301077,,,,,,0.46093455,58.78528425,,,,,18.92842425,,,,,,,,,59.5472958,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,2326.6019
270979,GBP,2006-06-30,,,,,,,0.16906500000000002,,7.48221,197.76559,,5.080620000000001,211.13184,1008.819525,,,40.171,,,,,,18.994525,,,,,,,187.05380500000004,187.05380500000004,,,,0.377145,,0.7889700000000001,,2.5952200000000003,0.65025,,0.9580350000000001,,,,,22.713955,258.12613,,,,,,,90.10153,,403.127545,,34.747192500000004,34.747192500000004,,,65.24464,91.06968,,,,6.9641775,,,54.0885175,,,,,4.191945,,,403.127545,,,,,,,106.220505,1008.819525,104.91422500000002,,731.321725,,,,,,,,,,,,,49.640085000000006,9.740745,,,,,1.30628,99.2137,,,,,,,,109.656715,44.412075,,,616.77513,,,,,,,,0.377145,277.4978,0.0,,,,,,,,,14.8928925,,0.30345,,,,,0.4645675,59.2486125,,,,,19.0776125,,,,,,,,,,60.01663,,,,,0.33813000000000004,,,,,,,,,,80.342,,,,,,,,,,,,,,,,1.5779400000000001,,,,,,,,1.9160700000000002,,,,45.42791,,,,,,,,,,,,,,,,,,,,,,,,,,69.49438500000001,69.49438500000001,,,130.48928,,,,,,,,,,,,,,13.928355,,108.177035,,,,8.38389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.28017000000001,,,,,,,,,,,,219.31343,88.82415,,,,,0.0,,,,,,,,,,,,29.785785,,,,,,,,,,0.6069,,,,,,0.929135,118.497225,,,,,38.155225,,,,,,,,,120.03326,GB00B02J6398,ADMIRAL GROUP PLC,GBR,GBR,2338.8863
