gvkey,datadate,revtq,piq,atq,ltq,teqq,iptiq,bctq
270979,2001-12-31,,,405.512,383.244,,,
270979,2002-12-31,,,377.392,308.439,,,
270979,2003-12-31,,,449.032,340.866,,,
270979,2004-03-31,62.342,27.327,,,,25.0245,16.6785
270979,2004-06-30,62.342,27.327,,,,25.0245,16.6785
270979,2004-09-30,56.3085,25.126,572.615,427.981,,28.726,20.4575
270979,2004-12-31,56.3085,25.126,568.709,452.03,,28.726,20.4575
270979,2004-12-31,,,,,,,
270979,2005-03-31,61.3115,27.7935,646.094,485.881,,31.9165,23.647
270979,2005-06-30,61.3115,27.7935,646.094,485.881,,31.9165,23.647
270979,2005-09-30,70.2445,31.9535,663.583,482.171,,37.8105,26.616
270979,2005-12-31,70.2445,31.9535,663.583,482.171,,37.8105,26.616
270979,2006-03-31,75.887,34.353,698.145,506.105,,37.4315,27.8
270979,2006-06-30,75.887,34.353,698.145,506.105,,37.4315,27.8
270979,2006-09-30,79.596,39.318,753.005,533.95,,35.046,25.7725
270979,2006-12-31,79.596,39.318,753.005,533.95,,35.046,25.7725
270979,2007-03-31,89.0725,43.1265,819.103,599.516,,35.8235,27.0955
270979,2007-06-30,89.0725,43.1265,819.103,599.516,,35.8235,27.0955
270979,2007-09-30,94.933,47.9225,870.322,632.69,,35.2945,22.802
270979,2007-12-31,94.933,47.9225,870.322,632.69,,35.2945,22.802
270979,2008-03-31,102.0,50.15,954.241,698.617,,38.5,26.2
270979,2008-06-30,102.0,50.15,,,,38.5,26.2
270979,2008-06-30,102.028,50.1595,954.241,698.617,,38.497,26.2295
270979,2008-09-30,133.5,51.1,1014.0,738.5,,46.4,31.1
270979,2008-09-30,,,,,,,
270979,2008-12-31,112.0755,51.0995,1014.003,738.434,,46.421,31.0585
270979,2008-12-31,133.5,51.1,,,,46.4,31.1
270979,2009-03-31,121.55,52.65,1106.0,824.4,,50.25,35.1
270979,2009-06-30,121.55,52.65,1106.0,824.4,,50.25,35.1
270979,2009-09-30,132.2,55.25,1177.4,876.6,,55.7,40.75
270979,2009-12-31,132.2,55.25,1177.4,876.6,,55.7,40.75
270979,2010-03-31,148.2,63.45,1414.0,1091.6,322.4,62.65,44.45
270979,2010-06-30,148.2,63.45,1414.0,1091.6,322.4,62.65,44.45
270979,2010-09-30,172.2,69.3,1766.7,1416.0,350.7,81.4,59.8
270979,2010-12-31,172.2,69.3,1766.7,1416.0,350.7,81.4,59.8
270979,2011-03-31,212.55,80.3,2265.9,1874.2,391.7,100.75,81.05
270979,2011-06-30,212.55,80.3,2265.9,1874.2,391.7,100.75,81.05
270979,2011-09-30,222.6,69.25,2614.9,2220.5,394.4,122.15,100.85
270979,2011-12-31,222.6,69.25,2614.9,2220.5,394.4,122.15,100.85
270979,2012-03-31,244.2,85.9,2975.3,2535.0,440.3,123.25,100.1
270979,2012-06-30,244.2,85.9,2975.3,2535.0,440.3,123.25,100.1
270979,2012-09-30,247.95,86.4,3204.2,2743.5,460.7,126.2,102.15
270979,2012-12-31,247.95,86.4,3204.2,2743.5,460.7,126.2,102.15
270979,2013-03-31,227.4,90.7,3332.3,2838.7,493.6,120.7,74.4
270979,2013-06-30,227.4,90.7,3332.3,2838.7,493.6,120.7,74.4
270979,2013-09-30,234.8,94.4,3473.8,2949.7,524.1,120.8,77.1
270979,2013-12-31,234.8,94.4,3473.8,2949.7,524.1,120.8,77.1
270979,2014-03-31,222.3,91.65,3516.2,2969.1,547.1,115.85,62.25
270979,2014-06-30,222.3,91.65,3516.2,2969.1,547.1,115.85,62.25
270979,2014-09-30,220.0,83.7,3877.5,3296.6,580.9,116.6,67.3
270979,2014-12-31,220.0,83.7,3877.5,3296.6,580.9,116.6,67.3
270979,2015-03-31,223.85,90.85,3859.7,3260.1,599.6,114.45,50.7
270979,2015-06-30,223.85,90.85,3859.7,3260.1,599.6,114.45,50.7
270979,2015-09-30,228.55,93.5,4202.4,3569.5,632.9,119.05,62.55
270979,2015-12-31,228.55,93.5,4202.4,3569.5,632.9,119.05,62.55
270979,2016-03-31,255.75,94.75,4477.8,3815.2,662.6,129.85,74.2
270979,2016-06-30,255.75,94.75,4477.8,3815.2,662.6,129.85,74.2
270979,2016-09-30,252.65,44.45,4860.8,4279.1,581.7,144.55,123.1
270979,2016-12-31,252.65,44.45,4860.8,4279.1,581.7,144.55,123.1
270979,2017-03-31,275.3,96.7,5565.7,4935.9,629.8,150.65,82.45
270979,2017-06-30,275.3,96.7,5565.7,4935.9,629.8,150.65,82.45
270979,2017-09-30,289.35,105.05,5859.1,5203.3,655.8,158.9,91.1
270979,2017-12-31,289.35,105.05,5859.1,5203.3,655.8,158.9,91.1
270979,2018-03-31,299.5,105.35,6328.6,5649.9,678.7,161.85,90.1
270979,2018-06-30,299.5,105.35,6328.6,5649.9,678.7,161.85,90.1
270979,2018-09-30,333.1,132.75,6802.5,6031.4,771.1,174.05,84.95
270979,2018-12-31,333.1,132.75,6802.5,6031.4,771.1,174.05,84.95
270979,2019-03-31,325.65,109.1,7233.3,6410.7,822.6,174.6,100.0
270979,2019-06-30,325.65,109.1,7233.3,6410.7,822.6,174.6,100.0
270979,2019-09-30,355.5,152.2,7585.4,6666.8,918.6,180.1,79.65
270979,2019-12-31,355.5,152.2,7585.4,6666.8,918.6,180.1,79.65
270979,2020-03-31,307.25,137.2,7638.4,6587.5,1050.9,175.4,70.65
270979,2020-06-30,307.25,137.2,7638.4,6587.5,1050.9,175.4,70.65
270979,2020-09-30,346.1,166.9,7842.2,6718.8,1123.4,200.4,75.95
270979,2020-12-31,346.1,166.9,7842.2,6718.8,1123.4,200.4,75.95
270979,2021-03-31,396.95,241.1,8153.0,6481.0,1672.0,208.1,47.9
270979,2021-06-30,396.95,241.1,8153.0,6481.0,1672.0,208.1,47.9
270979,2021-09-30,380.7,115.65,8359.7,6951.2,1408.5,219.4,118.25
270979,2021-12-31,380.7,115.65,8359.7,6951.2,1408.5,219.4,118.25
270979,2022-03-31,786.5,112.3,8636.2,7497.9,1138.3,706.9,630.9
270979,2022-06-30,361.8,125.65,8636.2,7497.9,1138.3,220.05,110.0
270979,2022-06-30,786.5,112.3,,,,706.9,630.9
270979,2022-09-30,725.45,68.3,6208.8,5321.8,887.0,633.1,216.5
270979,2022-09-30,,,,,,,
270979,2022-12-31,391.85,108.85,8938.5,7983.1,955.4,235.45,143.05
270979,2022-12-31,725.45,68.3,,,,633.1,216.5
270979,2023-03-31,894.25,116.95,6829.2,5900.6,928.6,803.5,727.25
270979,2023-06-30,894.25,116.95,6829.2,5900.6,928.6,803.5,727.25
270979,2023-09-30,861.8,104.45,7096.2,6103.4,992.8,771.9,251.7
270979,2023-12-31,861.8,104.45,7096.2,6103.4,992.8,771.9,251.7
015598,1999-06-30,,,151124.0,140890.0,,,
015598,2000-06-30,,,242412.0,228680.0,,,
015598,2000-12-31,,,244216.0,230819.0,,,
015598,2001-03-31,,,248802.0,,,,
015598,2001-06-30,,,267133.0,,,,
015598,2001-12-31,,,264061.0,248185.0,,,
015598,2002-06-30,,,248901.0,235254.0,,,
015598,2002-12-31,,,238206.0,223484.0,,,
015598,2003-06-30,,,240525.0,226918.0,,,
015598,2003-12-31,,,233976.0,219436.0,,,
015598,2004-03-31,7423.0,506.0,244177.0,229132.0,,5287.0,4682.0
015598,2004-03-31,10068.0,893.0,,,,7536.0,8762.0
015598,2004-06-30,5591.0,577.0,244985.0,229892.0,,3363.0,3841.0
015598,2004-06-30,7648.0,555.0,,,,6995.0,6617.0
015598,2004-09-30,8007.0,624.0,244650.0,229625.0,,5720.0,3855.0
015598,2004-09-30,8335.0,724.0,,,,7006.0,7573.0
015598,2004-12-31,13161.0,458.0,238499.0,224086.0,,2315.0,12699.0
015598,2004-12-31,11847.0,623.0,,,,4213.0,5595.0
015598,2005-03-31,9609.0,921.0,280848.0,264925.0,,2645.0,7729.0
015598,2005-06-30,10745.0,1058.0,299635.0,281090.0,,2544.0,10292.0
015598,2005-09-30,13736.0,852.0,343109.0,324407.0,,2578.0,12815.0
015598,2005-12-31,10952.0,784.0,311215.0,291921.0,,11115.0,4525.0
015598,2006-03-31,14271.0,845.0,279789.0,261168.0,,,
015598,2006-06-30,7130.0,777.0,299251.0,277117.0,,,
015598,2006-09-30,12653.0,956.0,302711.0,280597.0,,,
015598,2006-12-31,12625.0,812.0,314813.0,291628.0,,,
015598,2007-03-31,12300.0,946.0,318671.0,295538.0,,7352.0,11258.0
015598,2007-06-30,12290.0,687.0,328239.0,306758.0,,6297.0,11523.0
015598,2007-06-30,12289.0,985.0,,,,6297.0,11225.0
015598,2007-09-30,11526.0,682.0,317644.0,296579.0,,6573.0,10726.0
015598,2007-12-31,8144.0,762.0,314120.0,294158.0,,5072.0,628.0
015598,2007-12-31,7561.0,762.0,,,,5072.0,711.0
015598,2008-03-31,892.0,217.0,292515.0,275102.0,,6315.0,270.0
015598,2008-06-30,6489.0,343.0,295896.0,279454.0,,5592.0,6016.0
015598,2008-09-30,-1267.0,-343.0,296823.0,282700.0,,5274.0,-1074.0
015598,2008-12-31,17404.0,-1278.0,289041.0,275281.0,,3657.0,12036.0
015598,2009-03-31,1517.0,-455.0,283022.0,270416.0,,5990.0,1756.0
015598,2009-06-30,14625.0,-338.0,285443.0,270091.0,,4550.0,14041.0
015598,2009-09-30,19022.0,-44.0,291683.0,272320.0,,4396.0,18956.0
015598,2009-12-31,8790.0,373.0,298634.0,279751.0,,2810.0,-18445.0
015598,2010-03-31,15224.0,408.0,317656.0,296390.0,21266.0,6163.0,13908.0
015598,2010-06-30,3311.0,485.0,338745.0,314834.0,23911.0,5264.0,2010.0
015598,2010-09-30,18214.0,669.0,337000.0,312738.0,24262.0,4893.0,16607.0
015598,2010-12-31,9795.0,352.0,332222.0,308679.0,23543.0,2918.0,-457.0
015598,2011-03-31,10336.0,373.0,321321.0,298973.0,22348.0,6277.0,9068.0
015598,2011-06-30,8337.0,473.0,315975.0,294408.0,21567.0,4501.0,6945.0
015598,2011-09-30,-941.0,-16.0,337821.0,313650.0,24171.0,4306.0,-1977.0
015598,2011-12-31,10198.0,86.0,345376.0,319642.0,25734.0,1030.0,2778.0
015598,2011-12-31,,,,,,,
015598,2012-03-31,16878.0,563.0,349718.0,323423.0,26295.0,5851.0,15494.0
015598,2012-03-31,16683.0,568.0,,,,5690.0,15306.0
015598,2012-06-30,6362.0,338.0,363982.0,335949.0,28033.0,4597.0,5056.0
015598,2012-06-30,6305.0,328.0,,,,4457.0,4897.0
015598,2012-09-30,13413.0,453.0,369274.0,339714.0,29560.0,4411.0,12195.0
015598,2012-09-30,13328.0,457.0,,,,4321.0,12086.0
015598,2012-12-31,6726.0,498.0,366066.0,336405.0,29661.0,932.0,-11753.0
015598,2012-12-31,6608.0,652.0,,,,879.0,-4054.0
015598,2013-03-31,17364.0,234.0,369679.0,341037.0,28642.0,6267.0,16213.0
015598,2013-03-31,17389.0,262.0,,,,6267.0,16193.0
015598,2013-06-30,5780.0,277.0,356694.0,330589.0,26105.0,4947.0,4564.0
015598,2013-06-30,5681.0,266.0,,,,4947.0,4554.0
015598,2013-09-30,12117.0,150.0,354294.0,328958.0,25336.0,4333.0,10935.0
015598,2013-09-30,11909.0,204.0,,,,4333.0,10888.0
015598,2013-12-31,10135.0,486.0,353745.0,328661.0,25084.0,1284.0,-4097.0
015598,2013-12-31,11768.0,281.0,,,,1284.0,6053.0
015598,2014-03-31,10625.0,488.0,361314.0,337597.0,23717.0,5265.0,9332.0
015598,2014-06-30,10899.0,431.0,375988.0,351843.0,24145.0,3041.0,8256.0
015598,2014-06-30,11940.0,156.0,,,,4360.0,11005.0
015598,2014-09-30,,,,,,,
015598,2014-09-30,8829.0,19.0,399321.0,373573.0,25748.0,4505.0,7339.0
015598,2014-12-31,14499.0,-49.0,424467.0,396674.0,27793.0,4042.0,11287.0
015598,2014-12-31,14500.0,-21.0,,,,4042.0,11287.0
015598,2015-03-31,19650.0,417.0,482240.0,450977.0,31263.0,6347.0,18338.0
015598,2015-03-31,19649.0,389.0,,,,6346.0,18339.0
015598,2015-06-30,1025.0,590.0,440590.0,411912.0,28678.0,4275.0,-471.0
015598,2015-06-30,954.0,347.0,,,,4413.0,-2061.0
015598,2015-09-30,59.0,-572.0,420890.0,392987.0,27903.0,4126.0,-1557.0
015598,2015-09-30,738.0,-601.0,,,,4797.0,-886.0
015598,2015-12-31,14672.0,651.0,417175.0,389678.0,27497.0,3881.0,10542.0
015598,2015-12-31,15260.0,-649.0,,,,4390.0,11051.0
015598,2016-03-31,11091.0,137.0,414602.0,387927.0,26675.0,5836.0,10041.0
015598,2016-06-30,12833.0,-362.0,425800.0,400018.0,25782.0,4299.0,10110.0
015598,2016-06-30,12445.0,-743.0,,,,4292.0,10103.0
015598,2016-09-30,17201.0,478.0,,,,5087.0,15082.0
015598,2016-09-30,17225.0,499.0,425359.0,400407.0,24952.0,5090.0,15085.0
015598,2016-12-31,11793.0,933.0,425935.0,401202.0,24733.0,5062.0,6748.0
015598,2016-12-31,11597.0,737.0,,,,5062.0,6748.0
015598,2017-03-31,15644.0,523.0,425455.0,400123.0,25332.0,5709.0,14182.0
015598,2017-06-30,13151.0,746.0,404625.0,380414.0,24211.0,5769.0,11660.0
015598,2017-06-30,11466.0,879.0,,,,3951.0,8453.0
015598,2017-09-30,12624.0,608.0,397195.0,373281.0,23914.0,4741.0,10618.0
015598,2017-09-30,12655.0,642.0,,,,4738.0,10615.0
015598,2017-12-31,15689.0,349.0,396291.0,371905.0,24386.0,4996.0,12347.0
015598,2017-12-31,15835.0,490.0,,,,4996.0,12347.0
015598,2018-03-31,8678.0,329.0,388891.0,365093.0,23798.0,4964.5,7332.0
015598,2018-06-30,8678.5,332.5,388891.0,365093.0,23798.0,4964.5,7332.0
015598,2018-06-30,8678.0,329.0,,,,4964.5,7332.0
015598,2018-09-30,998.5,46.5,392633.0,370091.0,22542.0,3362.0,-2053.5
015598,2018-09-30,,,,,,,
015598,2018-12-31,959.5,43.0,392633.0,370066.0,22567.0,3362.0,-2053.5
015598,2018-12-31,1143.5,41.5,,,,3362.0,-1996.5
015598,2019-03-31,20164.0,174.0,423676.0,399424.0,24252.0,4638.0,18953.5
015598,2019-06-30,20124.0,175.5,423676.0,399424.0,24252.0,4638.0,18938.5
015598,2019-06-30,20164.0,174.0,,,,4638.0,18953.5
015598,2019-09-30,12760.0,552.0,439769.0,415336.0,24433.0,3214.0,9474.5
015598,2019-09-30,,,,,,,
015598,2019-12-31,12761.0,553.0,440348.0,415907.0,24441.0,3214.0,9460.0
015598,2019-12-31,13135.0,927.0,,,,3214.0,9474.5
015598,2020-03-31,-20990.0,1513.0,,,24433.0,4249.0,-24291.0
015598,2020-06-30,30951.0,-1680.0,443547.0,417879.0,25668.0,3295.0,30655.0
015598,2020-06-30,31229.0,-1402.0,,,,3295.0,30653.0
015598,2020-09-30,13757.0,-569.0,,,,3047.0,12694.0
015598,2020-12-31,,,,,,,
015598,2020-12-31,26848.0,375.0,443814.0,419153.0,24661.0,2805.0,22950.0
015598,2021-03-31,8986.0,458.0,450681.0,425990.0,24691.0,3413.0,7018.0
015598,2021-03-31,8986.0,459.0,,,,3413.0,7019.0
015598,2021-06-30,17970.0,1330.0,458655.0,432892.0,25763.0,3296.0,15167.0
015598,2021-06-30,17676.0,1034.0,,,,3295.0,15167.0
015598,2021-09-30,7163.0,-125.0,459684.0,433552.0,26132.0,3103.0,5452.0
015598,2021-09-30,,,,,,,
015598,2021-12-31,17587.0,612.0,468884.0,442043.0,26841.0,2115.0,14226.0
015598,2022-03-31,-8339.0,373.0,448296.0,424528.0,23768.0,3365.0,-9760.0
015598,2022-03-31,3870.0,654.0,,,,2696.0,1081.0
015598,2022-06-30,-21728.0,612.0,421767.0,402151.0,19616.0,3035.0,-24003.0
015598,2022-06-30,3646.0,-47.0,,,,2810.0,2694.0
015598,2022-09-30,-3105.0,-319.0,424507.0,409161.0,15346.0,3067.0,-4421.0
015598,2022-09-30,,,,,,,
015598,2022-12-31,0.0,0.0,400936.0,387377.0,13559.0,,
015598,2023-03-31,8151.5,-93.0,,,13559.0,2685.0,1733.0
015598,2023-06-30,6425.0,-390.0,383263.0,373015.0,10248.0,2638.0,2729.0
016447,2003-06-30,,,501137.0,488724.1,,,
016447,2003-12-31,,,523250.0,509235.1,,,
016447,2004-03-31,13678.9,1106.5,545702.7,530612.0,,3754.4,4195.6
016447,2004-03-31,17783.4,1043.3,,,,3383.5,3709.7
016447,2004-06-30,13672.0,1039.4,562606.5,548108.3,,3075.3,3140.4
016447,2004-06-30,15836.3,1801.2,,,,2720.8,2656.5
016447,2004-09-30,14372.0,910.1,553740.0,538655.3,,2808.4,2585.9
016447,2004-12-31,18731.1,835.0,570648.0,554826.0,,3757.9,4297.1
016447,2005-03-31,23056.0,1916.3,694253.0,676455.1,,2993.5,2623.2
016447,2005-06-30,23373.5,1404.6,718368.4,699225.7,,3179.1,2912.5
016447,2005-09-30,22710.5,1160.1,739363.0,719892.0,,3147.4,2811.3
016447,2005-12-31,21279.0,669.0,728995.0,709338.0,,3599.0,3441.0
016447,2006-03-31,22745.0,1666.0,783791.0,763380.0,,3137.0,3715.0
016447,2006-06-30,23026.0,1764.0,777015.0,757766.0,,3140.0,2192.0
016447,2006-09-30,23890.0,1073.0,773025.0,752398.0,,3203.0,2794.0
016447,2006-12-31,26941.0,940.0,775229.0,753678.0,,4504.0,4450.0
016447,2007-03-31,27809.0,1326.0,862141.0,839671.0,,4255.0,4706.0
016447,2007-03-31,21676.0,1326.0,,,,,
016447,2007-06-30,29575.0,1882.0,917653.0,895521.0,,3630.0,4223.0
016447,2007-06-30,23901.0,1882.0,,,,,
016447,2007-09-30,30911.0,964.0,875766.0,854544.0,,3476.0,3259.0
016447,2007-12-31,29349.0,-1346.0,871179.0,836985.0,,3564.0,3309.0
016447,2007-12-31,-69464.0,-4051.0,,,,,
016447,2008-03-31,30286.0,1157.0,927771.0,895798.0,,4497.0,2510.0
016447,2008-06-30,31899.0,941.0,974343.0,943932.0,,3416.0,2933.0
016447,2008-06-30,,24.5,,,,,
016447,2008-09-30,1615.0,-263.0,92870.0,85560.0,,1930.0,813.0
016447,2008-12-31,1615.0,-263.0,92870.0,85560.0,,1930.0,813.0
016447,2009-03-31,4178.6,545.85,86994.0,77985.0,,2267.7,2677.8
016447,2009-06-30,4246.5,541.0,86994.0,77985.0,,2317.5,2750.5
016447,2009-06-30,4178.6,545.85,,,,2267.7,2677.8
016447,2009-09-30,4078.1,278.15,93324.0,83239.0,,2243.85,3097.25
016447,2009-09-30,,,,,,,
016447,2009-12-31,4000.5,274.0,93243.0,83239.0,,2194.0,3024.5
016447,2009-12-31,4078.1,278.15,,,,2243.85,3097.25
016447,2010-03-31,3535.3,-187.7,,,10085.0,2351.1,3041.4
016447,2010-06-30,3125.0,347.0,96703.5,85867.9,10835.6,2495.6,2098.0
016447,2010-06-30,,79.65,,,,,
016447,2010-09-30,3892.0,326.4,,,,2166.9,2783.5
016447,2010-12-31,2760.0,-344.5,99166.7,90000.7,9166.0,2310.1,2435.3
016447,2011-03-31,2883.1,-57.3,99186.3,90274.5,8911.8,2269.7,2422.1
016447,2011-06-30,3485.8,72.9,99475.8,90571.4,8904.4,2043.9,1864.6
016447,2011-09-30,2893.0,-681.2,98653.4,89154.3,9499.1,2041.0,1925.5
016447,2011-12-31,2871.6,-91.2,90602.2,82234.5,8367.7,2384.1,1759.6
016447,2012-03-31,3986.9,70.4,92709.7,83703.2,9006.5,2415.5,3179.3
016447,2012-06-30,2478.4,534.6,91575.7,82009.6,9566.1,2513.6,1596.2
016447,2012-09-30,3223.5,324.0,94509.6,84027.2,10482.4,2156.7,2068.2
016447,2012-12-31,5442.4,338.7,97085.7,86414.8,10670.9,2590.8,4451.7
016447,2013-03-31,3625.5,400.4,98043.1,87367.0,10676.1,2205.4,2415.4
016447,2013-06-30,2865.9,285.5,95867.7,86162.2,9705.5,2224.7,1771.1
016447,2013-09-30,3102.0,153.8,95569.6,85959.5,9610.1,2233.3,2097.1
016447,2013-12-31,4182.5,153.3,95735.6,86313.8,9421.8,2424.0,3313.5
016447,2014-03-31,2973.5,112.1,97149.1,87328.2,9820.9,2116.6,2081.7
016447,2014-06-30,3077.8,69.4,99231.7,89378.1,9853.6,2194.6,2157.5
016447,2014-09-30,3223.9,352.0,101462.6,90883.5,10579.1,2145.6,2012.1
016447,2014-12-31,4879.7,259.5,103559.0,92647.5,10911.5,2435.1,3669.3
016447,2015-03-31,3334.7,330.2,108775.0,96109.9,12665.1,2297.2,2183.2
016447,2015-06-30,3185.0,357.9,103891.9,92192.6,11699.3,2178.4,2041.5
016447,2015-09-30,3060.2,211.5,103265.6,91749.6,11516.0,2093.9,1930.8
016447,2015-12-31,3949.4,266.0,104485.8,92510.8,11975.0,2466.4,2914.2
016447,2016-03-31,2996.7,-526.6,105923.7,94978.0,10945.7,2405.7,2327.3
016447,2016-06-30,4287.4,666.8,104484.7,93532.9,10951.8,2247.1,2148.6
016447,2016-09-30,2996.7,311.4,105730.1,94649.9,11080.2,2061.6,1894.3
016447,2016-12-31,3624.2,-16.9,104293.5,94088.5,10205.0,2286.9,2779.0
016447,2017-03-31,3133.2,236.1,103796.0,93802.6,9993.4,2028.4,2114.6
016447,2017-06-30,3215.5,311.6,103476.3,93853.1,9623.2,1999.9,1996.9
016447,2017-09-30,3013.9,214.4,103458.5,93587.0,9871.5,1903.6,1920.2
016447,2017-12-31,3453.7,346.1,103340.8,93178.6,10162.2,2322.6,2317.9
016447,2018-03-31,2887.1,362.7,103396.0,92988.2,10407.8,2050.7,1764.4
016447,2018-06-30,3195.9,290.2,103113.1,91585.6,11527.5,2070.1,2078.2
016447,2018-09-30,2996.6,323.9,102321.8,90741.9,11579.9,2019.7,1850.3
016447,2018-12-31,2484.9,272.9,101686.3,90166.7,11519.6,2505.8,1602.0
016447,2019-03-31,4271.2,337.5,,,11519.6,2386.7,3096.2
016447,2019-06-30,3840.8,454.5,107568.2,95181.5,12386.7,2279.3,2512.8
016447,2019-09-30,3452.1,390.4,109178.0,95739.6,13438.4,2044.4,2231.0
016447,2019-12-31,3197.8,250.2,109448.7,95968.0,13480.7,2311.3,2430.9
016447,2019-12-31,3197.0,250.5,,,,2311.1,2430.6
016447,2020-03-31,1822.8,537.9,105783.8,92901.6,12882.2,2127.8,379.4
016447,2020-06-30,3683.2,444.1,108283.0,94594.0,13689.0,1837.2,2423.6
016447,2020-09-30,3032.7,316.6,108965.1,95439.5,13525.6,1843.8,1884.4
016447,2020-12-31,3405.6,234.5,111418.0,97644.0,13774.0,2192.9,2737.6
016447,2021-03-31,3439.7,394.5,110668.4,96672.2,13996.2,2075.7,2207.7
016447,2021-06-30,3270.3,195.5,110670.0,97053.0,13617.0,2028.3,2199.3
016447,2021-09-30,3215.8,261.7,110914.1,97174.5,13739.6,2123.8,2080.2
016447,2021-12-31,3726.2,379.8,111139.0,96967.0,14172.0,2304.8,2555.6
016447,2022-03-31,2248.6,392.8,107909.6,94760.8,13148.8,2126.8,959.4
016447,2022-06-30,1657.4,409.2,,,,833.2,1520.6
016447,2022-06-30,1389.4,408.2,102657.0,92197.0,10460.0,2060.2,431.6
016447,2022-09-30,2366.5,237.5,101400.4,92436.2,8964.2,1974.9,1172.7
016447,2022-12-31,3641.7,413.5,100304.0,91672.0,8632.0,2344.6,2547.5
016447,2023-03-31,2266.0,387.5,98987.0,90783.0,8204.0,1548.0,1215.0
016447,2023-06-30,2266.0,387.5,98987.0,90783.0,8204.0,1548.0,1215.0
015724,1999-06-30,,,367605.7,330300.6,,,
015724,1999-12-31,,,382806.3,341327.8,,,
015724,2000-06-30,,,399278.5,357840.2,,,
015724,2000-12-31,,,439994.9,387715.7,,,
015724,2001-06-30,,,452176.0,401858.0,,,
015724,2001-12-31,,,942925.0,891404.0,,,
015724,2002-06-30,,,920471.0,882209.0,,,
015724,2002-12-31,,,852056.0,818432.0,,,
015724,2003-06-30,,,926560.0,891025.0,,,
015724,2003-12-31,,,935951.0,896411.0,,,
015724,2004-03-31,23455.0,1384.0,995014.0,954853.0,,14218.0,13412.0
015724,2004-03-31,,,,,,,
015724,2004-06-30,22779.0,1304.0,1016252.0,976791.0,,13781.0,13165.0
015724,2004-06-30,,,,,,,
015724,2004-09-30,21847.0,1278.0,1018950.0,978578.0,,13830.0,12308.0
015724,2004-09-30,21853.0,1189.0,,,,13830.0,12318.0
015724,2004-12-31,24801.0,1217.0,994698.0,952728.0,,14960.0,14441.0
015724,2004-12-31,24020.0,1002.0,,,,14960.0,13395.0
015724,2005-03-31,23808.0,2088.0,982660.0,939418.0,,14307.0,13836.0
015724,2005-03-31,24112.0,2255.0,,,,14307.0,14018.0
015724,2005-06-30,23315.0,2169.0,1006024.0,959367.0,,13991.0,12780.0
015724,2005-06-30,23410.0,2134.0,,,,13991.0,12834.0
015724,2005-09-30,23040.0,1658.0,989198.0,939005.0,,13994.0,13375.0
015724,2005-09-30,22921.0,1680.0,,,,13994.0,13342.0
015724,2005-12-31,24817.0,1811.0,997881.0,949177.0,,15455.0,13603.0
015724,2005-12-31,24817.0,1811.0,,,,15455.0,13603.0
015724,2006-03-31,24910.0,3031.0,1038035.0,987431.0,,14437.0,13587.0
015724,2006-06-30,25536.0,2992.0,1022672.0,973837.0,,14174.0,13551.0
015724,2006-09-30,23261.0,2673.0,1058948.0,1004032.0,,14187.0,12588.0
015724,2006-12-31,23777.0,1627.0,1053226.0,993989.0,,15726.0,13946.0
015724,2007-03-31,24232.0,4556.0,1102373.0,1043451.0,,14543.0,13821.0
015724,2007-03-31,26217.0,4556.0,,,,14543.0,13821.0
015724,2007-06-30,22550.0,3198.0,1111145.0,1059398.0,,14339.0,12756.0
015724,2007-06-30,24409.0,3198.0,,,,14339.0,12756.0
015724,2007-09-30,21340.0,2600.0,1094763.0,1042894.0,,14432.0,12770.0
015724,2007-09-30,20462.0,2600.0,,,,14432.0,12770.0
015724,2007-12-31,23081.0,1830.0,1061149.0,1009768.0,,16048.0,14460.0
015724,2007-12-31,21825.0,1830.0,,,,16048.0,14460.0
015724,2008-03-31,21175.0,2018.0,1126766.0,1078278.0,,14762.0,13159.0
015724,2008-03-31,19626.0,2018.0,,,,14762.0,13159.0
015724,2008-06-30,20967.0,2815.0,1016396.0,972541.0,,14559.0,12253.0
015724,2008-06-30,,,,,,,
015724,2008-09-30,18763.0,827.0,1016837.0,975645.0,,14802.0,12744.0
015724,2008-09-30,,,,,,,
015724,2008-12-31,18729.0,-187.0,955576.0,918328.0,,16321.0,12643.0
015724,2008-12-31,,,,,,,
015724,2009-03-31,18752.0,445.0,545729.0,510634.0,,14680.0,12400.0
015724,2009-06-30,22446.0,2334.0,555699.0,519088.0,,14477.0,13789.0
015724,2009-06-30,22138.0,2204.0,,,,14443.0,13831.0
015724,2009-09-30,21813.0,1837.0,573060.0,531623.0,,14873.0,13893.0
015724,2009-09-30,22121.0,1917.0,,,,14861.0,14021.0
015724,2009-12-31,22591.0,624.0,,,,15808.0,15154.0
015724,2009-12-31,22723.0,712.0,584045.0,541758.0,,15827.0,15124.0
015724,2010-03-31,23010.0,1968.0,607693.0,562108.0,45585.0,15297.0,14843.0
015724,2010-03-31,23252.0,1991.0,,,,15288.0,14893.0
015724,2010-06-30,22279.0,1594.0,621839.0,575906.0,45933.0,15496.0,14569.0
015724,2010-06-30,22543.0,1705.0,,,,15485.0,14613.0
015724,2010-09-30,23435.0,1932.0,622732.0,575661.0,47071.0,15742.0,15220.0
015724,2010-09-30,,,,,,,
015724,2010-12-31,23895.0,1545.0,624945.0,578383.0,46562.0,16822.0,15241.0
015724,2011-03-31,23395.0,1486.0,625589.0,579974.0,45615.0,15861.0,15740.0
